,task,trial,horizon,uncertainty,slot1_value,slot2_value,choice,RT,reward,forced,participant,is_training
29137,47,2,10,2,40,10,0,283.81800000000004,45,1,12,True
29138,47,3,10,2,40,10,1,238.449,21,1,12,True
29139,47,4,10,2,40,10,0,809.375,42,0,12,True
29140,47,5,10,2,40,10,0,47.245000000000005,33,0,12,True
29141,47,6,10,2,40,10,0,5.518999999999999,48,0,12,True
29142,47,7,10,2,40,10,0,40.033,43,0,12,True
29143,47,8,10,2,40,10,0,1.776,38,0,12,True
29144,47,9,10,2,40,10,0,22.134,39,0,12,True
29145,48,0,10,3,40,32,1,402.283,23,1,12,True
29146,48,1,10,3,40,32,0,176.581,40,1,12,True
29147,48,2,10,3,40,32,1,254.533,44,1,12,True
29148,48,3,10,3,40,32,1,411.823,33,1,12,True
29149,48,4,10,3,40,32,0,3400.978,38,0,12,True
29150,48,5,10,3,40,32,0,342.68,38,0,12,True
29151,48,6,10,3,40,32,0,166.552,32,0,12,True
29152,48,7,10,3,40,32,0,1581.633,37,0,12,True
29153,48,8,10,3,40,32,0,83.292,46,0,12,True
29154,48,9,10,3,40,32,0,82.47699999999999,54,0,12,True
29155,49,0,10,1,40,20,1,411.768,16,1,12,True
29156,49,1,10,1,40,20,0,209.79,29,1,12,True
29157,49,2,10,1,40,20,0,503.516,40,1,12,True
29158,49,3,10,1,40,20,0,299.044,42,1,12,True
29159,49,4,10,1,40,20,0,1170.7179999999998,47,0,12,True
29160,49,5,10,1,40,20,0,1.767,29,0,12,True
29161,49,6,10,1,40,20,0,56.045,40,0,12,True
29162,49,7,10,1,40,20,0,35.163,29,0,12,True
29163,49,8,10,1,40,20,0,15.045,50,0,12,True
29164,49,9,10,1,40,20,0,1.807,54,0,12,True
29165,50,0,5,3,60,64,1,379.407,57,1,12,True
29166,50,1,5,3,60,64,0,83.373,79,1,12,True
29167,50,2,5,3,60,64,1,158.172,80,1,12,True
29168,50,3,5,3,60,64,1,423.382,68,1,12,True
29169,50,4,5,3,60,64,0,5227.433,76,0,12,True
29170,51,0,10,1,60,52,0,384.101,58,1,12,True
29171,51,1,10,1,60,52,0,183.917,67,1,12,True
29172,51,2,10,1,60,52,1,270.665,65,1,12,True
29173,51,3,10,1,60,52,0,313.974,64,1,12,True
29174,51,4,10,1,60,52,1,6578.847,54,0,12,True
29175,51,5,10,1,60,52,0,194.528,58,0,12,True
29176,51,6,10,1,60,52,0,1.769,68,0,12,True
29177,51,7,10,1,60,52,0,1.454,56,0,12,True
29178,51,8,10,1,60,52,0,48.046,48,0,12,True
29179,51,9,10,1,60,52,0,50.798,59,0,12,True
29180,52,0,5,3,70,40,1,388.252,31,1,12,True
29181,52,1,5,3,70,40,1,410.954,28,1,12,True
29182,52,2,5,3,70,40,0,249.269,71,1,12,True
29183,52,3,5,3,70,40,1,348.789,39,1,12,True
29184,52,4,5,3,70,40,0,118.35,72,0,12,True
29185,53,0,10,2,90,60,0,374.536,87,1,12,True
29186,53,1,10,2,90,60,0,244.913,79,1,12,True
29187,53,2,10,2,90,60,1,202.056,61,1,12,True
29188,53,3,10,2,90,60,1,384.338,53,1,12,True
29189,53,4,10,2,90,60,0,1212.463,90,0,12,True
29190,53,5,10,2,90,60,0,234.589,93,0,12,True
29191,53,6,10,2,90,60,0,30.084,84,0,12,True
29192,53,7,10,2,90,60,0,88.65599999999999,94,0,12,True
29193,53,8,10,2,90,60,0,35.118,87,0,12,True
29194,53,9,10,2,90,60,0,2.852,77,0,12,True
29195,54,0,10,2,64,60,0,368.547,74,1,12,True
29196,54,1,10,2,64,60,0,264.42900000000003,75,1,12,True
29197,54,2,10,2,64,60,1,316.661,57,1,12,True
29198,54,3,10,2,64,60,1,285.94199999999995,53,1,12,True
29199,54,4,10,2,64,60,0,1176.798,61,0,12,True
29200,54,5,10,2,64,60,0,199.132,59,0,12,True
29201,54,6,10,2,64,60,0,91.241,64,0,12,True
29202,54,7,10,2,64,60,0,116.712,57,0,12,True
29203,54,8,10,2,64,60,0,78.727,73,0,12,True
29204,54,9,10,2,64,60,0,88.151,70,0,12,True
29205,55,0,10,2,60,48,0,297.257,65,1,12,True
29206,55,1,10,2,60,48,1,282.30100000000004,48,1,12,True
29207,55,2,10,2,60,48,1,269.856,50,1,12,True
29208,55,3,10,2,60,48,0,304.745,60,1,12,True
29209,55,4,10,2,60,48,0,2643.329,78,0,12,True
29210,55,5,10,2,60,48,0,22.42,47,0,12,True
29211,55,6,10,2,60,48,0,9.398,65,0,12,True
29212,55,7,10,2,60,48,0,38.057,61,0,12,True
29213,55,8,10,2,60,48,0,58.278000000000006,60,0,12,True
29214,55,9,10,2,60,48,0,22.431,54,0,12,True
29215,56,0,5,2,68,60,1,302.966,58,1,12,True
29216,56,1,5,2,68,60,1,338.424,56,1,12,True
29217,56,2,5,2,68,60,0,244.981,85,1,12,True
29218,56,3,5,2,68,60,0,254.765,72,1,12,True
29219,56,4,5,2,68,60,0,251.957,65,0,12,True
29220,57,0,5,1,30,60,0,366.716,22,1,12,True
29221,57,1,5,1,30,60,1,208.029,63,1,12,True
29222,57,2,5,1,30,60,0,356.632,28,1,12,True
29223,57,3,5,1,30,60,0,371.404,29,1,12,True
29224,57,4,5,1,30,60,1,100.575,59,0,12,True
29225,58,0,10,2,40,48,1,357.568,50,1,12,True
29226,58,1,10,2,40,48,1,429.39,64,1,12,True
29227,58,2,10,2,40,48,0,315.376,28,1,12,True
29228,58,3,10,2,40,48,0,314.291,44,1,12,True
29229,58,4,10,2,40,48,1,964.244,40,0,12,True
29230,58,5,10,2,40,48,1,50.367,61,0,12,True
29231,58,6,10,2,40,48,1,103.417,49,0,12,True
29232,58,7,10,2,40,48,1,103.65,52,0,12,True
29233,58,8,10,2,40,48,1,22.513,40,0,12,True
29234,58,9,10,2,40,48,1,68.026,55,0,12,True
29235,59,0,5,2,70,40,1,333.25,29,1,12,True
29236,59,1,5,2,70,40,0,276.497,79,1,12,True
29237,59,2,5,2,70,40,0,280.402,65,1,12,True
29238,59,3,5,2,70,40,1,251.593,57,1,12,True
29239,59,4,5,2,70,40,0,1193.087,66,0,12,True
29240,60,0,10,1,60,40,0,395.819,54,1,12,True
29241,60,1,10,1,60,40,0,282.245,62,1,12,True
29242,60,2,10,1,60,40,1,206.884,47,1,12,True
29243,60,3,10,1,60,40,0,323.392,66,1,12,True
29244,60,4,10,1,60,40,0,1421.317,67,0,12,True
29245,60,5,10,1,60,40,0,9.47,74,0,12,True
29246,60,6,10,1,60,40,0,1.574,51,0,12,True
29247,60,7,10,1,60,40,0,24.582,59,0,12,True
29248,60,8,10,1,60,40,0,37.476,55,0,12,True
29249,60,9,10,1,60,40,0,1.814,75,0,12,True
29250,61,0,10,3,70,40,1,332.46,26,1,12,True
29251,61,1,10,3,70,40,1,318.959,38,1,12,True
29252,61,2,10,3,70,40,0,270.37,74,1,12,True
29253,61,3,10,3,70,40,1,330.861,34,1,12,True
29254,61,4,10,3,70,40,0,146.48,75,0,12,True
29255,61,5,10,3,70,40,0,107.456,68,0,12,True
29256,61,6,10,3,70,40,0,19.928,75,0,12,True
29257,61,7,10,3,70,40,0,45.369,68,0,12,True
29258,61,8,10,3,70,40,0,39.639,56,0,12,True
29259,61,9,10,3,70,40,0,1.712,51,0,12,True
29260,62,0,10,2,60,40,1,303.975,41,1,12,True
29261,62,1,10,2,60,40,0,226.827,50,1,12,True
29262,62,2,10,2,60,40,1,206.459,45,1,12,True
29263,62,3,10,2,60,40,0,268.827,68,1,12,True
29264,62,4,10,2,60,40,0,1278.833,45,0,12,True
29265,62,5,10,2,60,40,0,17.01,65,0,12,True
29266,62,6,10,2,60,40,0,48.07899999999999,66,0,12,True
29267,62,7,10,2,60,40,0,65.95700000000001,62,0,12,True
29268,62,8,10,2,60,40,0,12.926,54,0,12,True
29269,62,9,10,2,60,40,0,17.067,60,0,12,True
29270,63,0,5,3,20,40,1,333.524,41,1,12,True
29271,63,1,5,3,20,40,1,437.077,38,1,12,True
29272,63,2,5,3,20,40,1,284.235,42,1,12,True
29273,63,3,5,3,20,40,0,261.139,12,1,12,True
29274,63,4,5,3,20,40,1,351.392,33,0,12,True
29275,64,0,10,1,10,40,0,487.78,8,1,12,True
29276,64,1,10,1,10,40,0,354.54400000000004,11,1,12,True
29277,64,2,10,1,10,40,0,411.056,18,1,12,True
29278,64,3,10,1,10,40,1,288.538,51,1,12,True
29279,64,4,10,1,10,40,1,267.82800000000003,27,0,12,True
29280,64,5,10,1,10,40,1,52.475,56,0,12,True
29281,64,6,10,1,10,40,1,65.614,46,0,12,True
29282,64,7,10,1,10,40,1,49.928,36,0,12,True
29283,64,8,10,1,10,40,1,60.967,39,0,12,True
29284,64,9,10,1,10,40,1,54.961000000000006,42,0,12,True
29285,65,0,5,2,60,64,1,401.625,69,1,12,True
29286,65,1,5,2,60,64,0,242.34,72,1,12,True
29287,65,2,5,2,60,64,1,262.093,48,1,12,True
29288,65,3,5,2,60,64,0,345.069,73,1,12,True
29289,65,4,5,2,60,64,0,352.539,60,0,12,True
29290,66,0,5,1,40,48,1,376.888,50,1,12,True
29291,66,1,5,1,40,48,0,240.558,35,1,12,True
29292,66,2,5,1,40,48,0,388.0990000000001,51,1,12,True
29293,66,3,5,1,40,48,0,786.723,51,1,12,True
29294,66,4,5,1,40,48,0,3216.421,32,0,12,True
29295,67,0,5,1,64,60,0,437.675,59,1,12,True
29296,67,1,5,1,64,60,1,284.627,68,1,12,True
29297,67,2,5,1,64,60,0,231.055,67,1,12,True
29298,67,3,5,1,64,60,0,388.255,60,1,12,True
29299,67,4,5,1,64,60,1,6026.58,59,0,12,True
29300,68,0,5,2,32,40,0,512.4870000000001,42,1,12,True
29301,68,1,5,2,32,40,1,232.05,36,1,12,True
29302,68,2,5,2,32,40,1,327.66200000000003,46,1,12,True
29303,68,3,5,2,32,40,0,592.3770000000001,36,1,12,True
29304,68,4,5,2,32,40,1,1709.591,53,0,12,True
29305,69,0,10,3,20,40,1,486.217,40,1,12,True
29306,69,1,10,3,20,40,1,376.735,44,1,12,True
29307,69,2,10,3,20,40,0,209.6,11,1,12,True
29308,69,3,10,3,20,40,1,253.79200000000003,44,1,12,True
29309,69,4,10,3,20,40,1,730.0450000000001,43,0,12,True
29310,69,5,10,3,20,40,1,42.719,36,0,12,True
29311,69,6,10,3,20,40,1,53.037,38,0,12,True
29312,69,7,10,3,20,40,1,63.225,45,0,12,True
29313,69,8,10,3,20,40,1,65.54400000000001,53,0,12,True
29314,69,9,10,3,20,40,1,1.628,45,0,12,True
29315,70,0,5,2,70,40,0,385.097,70,1,12,True
29316,70,1,5,2,70,40,1,209.423,39,1,12,True
29317,70,2,5,2,70,40,1,295.693,46,1,12,True
29318,70,3,5,2,70,40,0,272.244,68,1,12,True
29319,70,4,5,2,70,40,0,170.905,75,0,12,True
29320,71,0,10,2,72,60,1,360.638,77,1,12,True
29321,71,1,10,2,72,60,1,297.868,60,1,12,True
29322,71,2,10,2,72,60,0,245.048,69,1,12,True
29323,71,3,10,2,72,60,0,313.637,77,1,12,True
29324,71,4,10,2,72,60,0,2169.529,87,0,12,True
29325,71,5,10,2,72,60,0,72.772,73,0,12,True
29326,71,6,10,2,72,60,0,1.71,70,0,12,True
29327,71,7,10,2,72,60,0,1.629,68,0,12,True
29328,71,8,10,2,72,60,0,1.684,78,0,12,True
29329,71,9,10,2,72,60,0,1.828,83,0,12,True
29330,72,0,10,1,10,40,0,365.145,8,1,12,True
29331,72,1,10,1,10,40,0,243.901,11,1,12,True
29332,72,2,10,1,10,40,0,361.779,18,1,12,True
29333,72,3,10,1,10,40,1,226.034,51,1,12,True
29334,72,4,10,1,10,40,1,150.791,55,0,12,True
29335,72,5,10,1,10,40,1,92.764,39,0,12,True
29336,72,6,10,1,10,40,1,63.65800000000001,42,0,12,True
29337,72,7,10,1,10,40,1,17.508,43,0,12,True
29338,72,8,10,1,10,40,1,100.241,47,0,12,True
29339,72,9,10,1,10,40,1,1.682,42,0,12,True
29340,73,0,10,2,40,20,0,376.332,43,1,12,True
29341,73,1,10,2,40,20,0,464.869,35,1,12,True
29342,73,2,10,2,40,20,1,285.559,35,1,12,True
29343,73,3,10,2,40,20,1,302.551,17,1,12,True
29344,73,4,10,2,40,20,0,775.172,33,0,12,True
29345,73,5,10,2,40,20,0,62.607,37,0,12,True
29346,73,6,10,2,40,20,0,32.903,34,0,12,True
29347,73,7,10,2,40,20,0,37.353,33,0,12,True
29348,73,8,10,2,40,20,0,17.507,37,0,12,True
29349,73,9,10,2,40,20,0,75.27499999999999,32,0,12,True
29350,74,0,5,3,28,40,1,323.76500000000004,25,1,12,True
29351,74,1,5,3,28,40,1,397.325,44,1,12,True
29352,74,2,5,3,28,40,0,228.348,33,1,12,True
29353,74,3,5,3,28,40,1,363.491,34,1,12,True
29354,74,4,5,3,28,40,1,4202.913,41,0,12,True
29355,75,0,10,1,40,44,0,470.1350000000001,42,1,12,True
29356,75,1,10,1,40,44,1,281.538,54,1,12,True
29357,75,2,10,1,40,44,0,214.427,30,1,12,True
29358,75,3,10,1,40,44,0,300.814,40,1,12,True
29359,75,4,10,1,40,44,1,261.654,41,0,12,True
29360,75,5,10,1,40,44,1,104.171,36,0,12,True
29361,75,6,10,1,40,44,1,306.35200000000003,39,0,12,True
29362,75,7,10,1,40,44,1,98.76,29,0,12,True
29363,75,8,10,1,40,44,1,1268.593,43,0,12,True
29364,75,9,10,1,40,44,1,77.866,40,0,12,True
29365,76,0,10,2,40,36,1,311.048,10,1,12,True
29366,76,1,10,2,40,36,0,217.74,43,1,12,True
29367,76,2,10,2,40,36,1,244.974,25,1,12,True
29368,76,3,10,2,40,36,0,376.918,33,1,12,True
29369,76,4,10,2,40,36,0,73.72,37,0,12,True
29370,76,5,10,2,40,36,0,156.155,28,0,12,True
29371,76,6,10,2,40,36,0,121.125,50,0,12,True
29372,76,7,10,2,40,36,0,58.097,42,0,12,True
29373,76,8,10,2,40,36,0,100.57,34,0,12,True
29374,76,9,10,2,40,36,0,52.632,50,0,12,True
29375,77,0,5,3,90,60,0,335.344,91,1,12,True
29376,77,1,5,3,90,60,1,304.762,51,1,12,True
29377,77,2,5,3,90,60,1,483.659,48,1,12,True
29378,77,3,5,3,90,60,1,983.107,51,1,12,True
29379,77,4,5,3,90,60,0,508.5340000000001,96,0,12,True
29380,78,0,10,2,80,60,1,406.787,64,1,12,True
29381,78,1,10,2,80,60,0,235.58,77,1,12,True
29382,78,2,10,2,80,60,1,232.301,64,1,12,True
29383,78,3,10,2,80,60,0,373.848,92,1,12,True
29384,78,4,10,2,80,60,0,652.6690000000001,88,0,12,True
29385,78,5,10,2,80,60,0,47.412000000000006,80,0,12,True
29386,78,6,10,2,80,60,0,74.098,76,0,12,True
29387,78,7,10,2,80,60,0,93.895,85,0,12,True
29388,78,8,10,2,80,60,0,70.687,69,0,12,True
29389,78,9,10,2,80,60,0,55.159,85,0,12,True
29390,79,0,5,3,60,40,1,300.006,36,1,12,True
29391,79,1,5,3,60,40,1,326.21,45,1,12,True
29392,79,2,5,3,60,40,0,232.229,66,1,12,True
29393,79,3,5,3,60,40,1,371.052,44,1,12,True
29394,79,4,5,3,60,40,0,200.881,59,0,12,True
29395,80,0,5,3,70,40,1,3162.583,31,1,12,True
29396,80,1,5,3,70,40,1,364.402,28,1,12,True
29397,80,2,5,3,70,40,0,402.785,71,1,12,True
29398,80,3,5,3,70,40,1,385.452,39,1,12,True
29399,80,4,5,3,70,40,0,214.504,60,0,12,True
29400,81,0,10,1,32,40,0,404.876,38,1,12,True
29401,81,1,10,1,32,40,1,259.768,41,1,12,True
29402,81,2,10,1,32,40,0,317.919,23,1,12,True
29403,81,3,10,1,32,40,0,735.2429999999999,43,1,12,True
29404,81,4,10,1,32,40,1,2718.428,39,0,12,True
29405,81,5,10,1,32,40,1,209.007,43,0,12,True
29406,81,6,10,1,32,40,1,125.645,32,0,12,True
29407,81,7,10,1,32,40,1,822.41,52,0,12,True
29408,81,8,10,1,32,40,1,256.168,43,0,12,True
29409,81,9,10,1,32,40,1,179.117,37,0,12,True
29410,82,0,10,3,40,60,1,360.505,62,1,12,True
29411,82,1,10,3,40,60,1,265.611,67,1,12,True
29412,82,2,10,3,40,60,1,301.603,62,1,12,True
29413,82,3,10,3,40,60,0,277.921,51,1,12,True
29414,82,4,10,3,40,60,1,224.681,57,0,12,True
29415,82,5,10,3,40,60,1,52.805,65,0,12,True
29416,82,6,10,3,40,60,1,57.948,76,0,12,True
29417,82,7,10,3,40,60,1,60.597,66,0,12,True
29418,82,8,10,3,40,60,1,38.049,51,0,12,True
29419,82,9,10,3,40,60,1,9.425,58,0,12,True
29420,83,0,10,3,80,60,1,269.856,65,1,12,True
29421,83,1,10,3,80,60,1,227.328,53,1,12,True
29422,83,2,10,3,80,60,1,289.388,67,1,12,True
29423,83,3,10,3,80,60,0,322.071,99,1,12,True
29424,83,4,10,3,80,60,0,2850.392,80,0,12,True
29425,83,5,10,3,80,60,0,22.47,78,0,12,True
29426,83,6,10,3,80,60,0,57.496,79,0,12,True
29427,83,7,10,3,80,60,0,68.021,90,0,12,True
29428,83,8,10,3,80,60,0,1.814,82,0,12,True
29429,83,9,10,3,80,60,0,1.603,93,0,12,True
29430,84,0,10,2,40,60,1,300.936,53,1,12,True
29431,84,1,10,2,40,60,0,255.09500000000003,28,1,12,True
29432,84,2,10,2,40,60,1,189.134,82,1,12,True
29433,84,3,10,2,40,60,0,208.869,39,1,12,True
29434,84,4,10,2,40,60,1,1495.26,63,0,12,True
29435,84,5,10,2,40,60,1,42.708000000000006,58,0,12,True
29436,84,6,10,2,40,60,1,45.304,53,0,12,True
29437,84,7,10,2,40,60,1,56.644,53,0,12,True
29438,84,8,10,2,40,60,1,25.703,64,0,12,True
29439,84,9,10,2,40,60,1,44.874,79,0,12,True
29440,85,0,5,2,72,60,1,320.366,68,1,12,True
29441,85,1,5,2,72,60,1,249.973,74,1,12,True
29442,85,2,5,2,72,60,0,358.658,69,1,12,True
29443,85,3,5,2,72,60,0,270.01399999999995,60,1,12,True
29444,85,4,5,2,72,60,1,3994.157,61,0,12,True
29445,86,0,10,1,64,60,0,542.791,68,1,12,True
29446,86,1,10,1,64,60,0,232.141,53,1,12,True
29447,86,2,10,1,64,60,0,308.386,62,1,12,True
29448,86,3,10,1,64,60,1,261.932,54,1,12,True
29449,86,4,10,1,64,60,0,1986.279,70,0,12,True
29450,86,5,10,1,64,60,0,80.65799999999999,62,0,12,True
29451,86,6,10,1,64,60,0,24.937,57,0,12,True
29452,86,7,10,1,64,60,0,37.509,60,0,12,True
29453,86,8,10,1,64,60,0,6.223,67,0,12,True
29454,86,9,10,1,64,60,0,45.287,45,0,12,True
29455,87,0,10,2,40,32,1,328.578,14,1,12,True
29456,87,1,10,2,40,32,1,490.83,31,1,12,True
29457,87,2,10,2,40,32,0,292.821,27,1,12,True
29458,87,3,10,2,40,32,0,301.632,39,1,12,True
29459,87,4,10,2,40,32,0,3151.789,39,0,12,True
29460,87,5,10,2,40,32,0,24.986,43,0,12,True
29461,87,6,10,2,40,32,0,1.581,34,0,12,True
29462,87,7,10,2,40,32,0,1.714,41,0,12,True
29463,87,8,10,2,40,32,0,20.818,37,0,12,True
29464,87,9,10,2,40,32,0,1.889,37,0,12,True
29465,88,0,10,2,30,60,0,1355.274,40,1,12,True
29466,88,1,10,2,30,60,1,1284.6280000000002,62,1,12,True
29467,88,2,10,2,30,60,1,377.088,68,1,12,True
29468,88,3,10,2,30,60,0,278.362,37,1,12,True
29469,88,4,10,2,30,60,1,143.176,62,0,12,True
29470,88,5,10,2,30,60,1,80.274,62,0,12,True
29471,88,6,10,2,30,60,1,75.377,60,0,12,True
29472,88,7,10,2,30,60,1,28.054,54,0,12,True
29473,88,8,10,2,30,60,1,1.74,66,0,12,True
29474,88,9,10,2,30,60,1,12.499,71,0,12,True
29475,89,0,5,3,60,40,1,360.186,36,1,12,True
29476,89,1,5,3,60,40,1,230.226,45,1,12,True
29477,89,2,5,3,60,40,0,236.973,66,1,12,True
29478,89,3,5,3,60,40,1,432.226,44,1,12,True
29479,89,4,5,3,60,40,0,219.791,51,0,12,True
29480,90,0,5,2,90,60,1,297.805,72,1,12,True
29481,90,1,5,2,90,60,0,323.758,84,1,12,True
29482,90,2,5,2,90,60,0,348.431,79,1,12,True
29483,90,3,5,2,90,60,1,351.107,57,1,12,True
29484,90,4,5,2,90,60,0,1004.44,86,0,12,True
29485,91,0,5,2,32,40,0,411.432,42,1,12,True
29486,91,1,5,2,32,40,1,239.747,36,1,12,True
29487,91,2,5,2,32,40,1,475.622,46,1,12,True
29488,91,3,5,2,32,40,0,343.63500000000005,36,1,12,True
29489,91,4,5,2,32,40,1,2410.649,34,0,12,True
29490,92,0,10,3,40,36,1,335.94800000000004,32,1,12,True
29491,92,1,10,3,40,36,1,337.667,46,1,12,True
29492,92,2,10,3,40,36,1,242.407,41,1,12,True
29493,92,3,10,3,40,36,0,204.686,35,1,12,True
29494,92,4,10,3,40,36,1,1338.198,24,0,12,True
29495,92,5,10,3,40,36,0,674.252,38,0,12,True
29496,92,6,10,3,40,36,1,982.907,20,0,12,True
29497,92,7,10,3,40,36,0,123.129,38,0,12,True
29498,92,8,10,3,40,36,0,4.749,36,0,12,True
29499,92,9,10,3,40,36,0,1.758,37,0,12,True
29500,93,0,10,3,60,40,0,397.448,62,1,12,True
29501,93,1,10,3,60,40,1,226.827,32,1,12,True
29502,93,2,10,3,60,40,1,393.153,35,1,12,True
29503,93,3,10,3,60,40,1,582.51,32,1,12,True
29504,93,4,10,3,60,40,0,987.77,55,0,12,True
29505,93,5,10,3,60,40,0,1.745,70,0,12,True
29506,93,6,10,3,60,40,0,2.0370000000000004,56,0,12,True
29507,93,7,10,3,60,40,0,1.743,59,0,12,True
29508,93,8,10,3,60,40,0,2.177,57,0,12,True
29509,93,9,10,3,60,40,0,1.657,68,0,12,True
29510,94,0,5,2,44,40,0,489.424,37,1,12,True
29511,94,1,5,2,44,40,1,164.223,38,1,12,True
29512,94,2,5,2,44,40,1,380.334,44,1,12,True
29513,94,3,5,2,44,40,0,282.695,45,1,12,True
29514,94,4,5,2,44,40,1,8237.114,40,0,12,True
29515,95,0,5,3,40,60,1,377.063,70,1,12,True
29516,95,1,5,3,40,60,1,250.052,50,1,12,True
29517,95,2,5,3,40,60,1,462.433,55,1,12,True
29518,95,3,5,3,40,60,0,211.04,46,1,12,True
29519,95,4,5,3,40,60,1,1072.511,62,0,12,True
29520,96,0,5,2,40,28,0,490.583,31,1,12,True
29521,96,1,5,2,40,28,1,156.013,12,1,12,True
29522,96,2,5,2,40,28,0,301.76399999999995,53,1,12,True
29523,96,3,5,2,40,28,1,230.87,25,1,12,True
29524,96,4,5,2,40,28,0,153.915,36,0,12,True
29525,97,0,10,2,28,40,1,321.62600000000003,41,1,12,True
29526,97,1,10,2,28,40,0,306.499,23,1,12,True
29527,97,2,10,2,28,40,0,372.71,35,1,12,True
29528,97,3,10,2,28,40,1,293.572,34,1,12,True
29529,97,4,10,2,28,40,1,2687.422,40,0,12,True
29530,97,5,10,2,28,40,0,944.935,30,0,12,True
29531,97,6,10,2,28,40,1,176.179,37,0,12,True
29532,97,7,10,2,28,40,0,886.389,32,0,12,True
29533,97,8,10,2,28,40,1,111.175,33,0,12,True
29534,97,9,10,2,28,40,1,799.1669999999999,45,0,12,True
29535,98,0,5,2,90,60,1,277.603,58,1,12,True
29536,98,1,5,2,90,60,1,312.457,70,1,12,True
29537,98,2,5,2,90,60,0,292.009,83,1,12,True
29538,98,3,5,2,90,60,0,340.403,81,1,12,True
29539,98,4,5,2,90,60,0,45.01,99,0,12,True
29540,99,0,5,3,40,48,1,279.464,30,1,12,True
29541,99,1,5,3,40,48,0,253.243,34,1,12,True
29542,99,2,5,3,40,48,1,223.542,50,1,12,True
29543,99,3,5,3,40,48,1,612.508,56,1,12,True
29544,99,4,5,3,40,48,1,513.761,50,0,12,True
29545,100,0,10,2,60,40,1,307.452,41,1,12,True
29546,100,1,10,2,60,40,0,188.668,50,1,12,True
29547,100,2,10,2,60,40,1,275.089,45,1,12,True
29548,100,3,10,2,60,40,0,279.923,68,1,12,True
29549,100,4,10,2,60,40,0,1192.7669999999998,57,0,12,True
29550,100,5,10,2,60,40,0,2.92,66,0,12,True
29551,100,6,10,2,60,40,0,1.992,67,0,12,True
29552,100,7,10,2,60,40,0,1.923,72,0,12,True
29553,100,8,10,2,60,40,0,1.6689999999999998,52,0,12,True
29554,100,9,10,2,60,40,0,292.899,67,0,12,True
29555,101,0,5,2,20,40,1,343.081,31,1,12,True
29556,101,1,5,2,20,40,1,350.235,31,1,12,True
29557,101,2,5,2,20,40,0,269.692,12,1,12,True
29558,101,3,5,2,20,40,0,753.667,24,1,12,True
29559,101,4,5,2,20,40,1,138.573,26,0,12,True
29560,102,0,10,2,60,72,1,330.619,49,1,12,True
29561,102,1,10,2,60,72,0,283.25600000000003,48,1,12,True
29562,102,2,10,2,60,72,0,438.072,71,1,12,True
29563,102,3,10,2,60,72,1,267.438,67,1,12,True
29564,102,4,10,2,60,72,0,1630.251,57,0,12,True
29565,102,5,10,2,60,72,0,1194.433,66,0,12,True
29566,102,6,10,2,60,72,0,584.934,54,0,12,True
29567,102,7,10,2,60,72,0,134.355,73,0,12,True
29568,102,8,10,2,60,72,0,518.254,53,0,12,True
29569,102,9,10,2,60,72,0,1.7619999999999998,77,0,12,True
29570,103,0,10,2,70,40,1,368.777,50,1,12,True
29571,103,1,10,2,70,40,1,423.977,39,1,12,True
29572,103,2,10,2,70,40,0,374.586,72,1,12,True
29573,103,3,10,2,70,40,0,347.101,95,1,12,True
29574,103,4,10,2,70,40,0,65.383,57,0,12,True
29575,103,5,10,2,70,40,0,1.851,80,0,12,True
29576,103,6,10,2,70,40,0,9.945,73,0,12,True
29577,103,7,10,2,70,40,0,15.474,67,0,12,True
29578,103,8,10,2,70,40,0,20.49,70,0,12,True
29579,103,9,10,2,70,40,0,1.722,76,0,12,True
29580,104,0,10,1,60,80,1,247.423,90,1,12,True
29581,104,1,10,1,60,80,0,212.332,55,1,12,True
29582,104,2,10,1,60,80,0,418.754,45,1,12,True
29583,104,3,10,1,60,80,0,414.585,56,1,12,True
29584,104,4,10,1,60,80,1,244.267,83,0,12,True
29585,104,5,10,1,60,80,1,52.603,86,0,12,True
29586,104,6,10,1,60,80,1,72.989,79,0,12,True
29587,104,7,10,1,60,80,1,75.887,80,0,12,True
29588,104,8,10,1,60,80,1,83.966,81,0,12,True
29589,104,9,10,1,60,80,1,15.145,74,0,12,True
29590,105,0,5,3,80,60,0,398.659,77,1,12,True
29591,105,1,5,3,80,60,1,182.058,62,1,12,True
29592,105,2,5,3,80,60,1,397.468,59,1,12,True
29593,105,3,5,3,80,60,1,690.5120000000001,67,1,12,True
29594,105,4,5,3,80,60,0,244.47,66,0,12,True
29595,106,0,10,1,40,60,1,261.678,48,1,12,True
29596,106,1,10,1,40,60,0,283.111,44,1,12,True
29597,106,2,10,1,40,60,0,358.552,20,1,12,True
29598,106,3,10,1,40,60,0,413.662,33,1,12,True
29599,106,4,10,1,40,60,1,1491.844,63,0,12,True
29600,106,5,10,1,40,60,1,206.814,61,0,12,True
29601,106,6,10,1,40,60,1,1.725,55,0,12,True
29602,106,7,10,1,40,60,1,27.783,64,0,12,True
29603,106,8,10,1,40,60,1,106.01,54,0,12,True
29604,106,9,10,1,40,60,1,1.719,49,0,12,True
29605,107,0,5,1,60,40,1,332.068,35,1,12,True
29606,107,1,5,1,60,40,0,296.04200000000003,56,1,12,True
29607,107,2,5,1,60,40,0,337.249,59,1,12,True
29608,107,3,5,1,60,40,0,386.5100000000001,75,1,12,True
29609,107,4,5,1,60,40,0,1542.849,59,0,12,True
