,state_left,state_right,choice,resultant_state,trial,reward,participant,task,is_training
15693,3,2,3,1,68,3,125,1,True
15694,3,2,3,1,69,2,125,1,True
15695,1,0,1,1,70,4,125,1,True
15696,3,2,3,1,71,2,125,1,True
15697,3,2,3,1,72,2,125,1,True
15698,2,3,3,1,73,2,125,1,True
15699,0,1,0,0,74,-2,125,1,True
15700,1,0,0,0,75,-2,125,1,True
15701,2,3,2,0,76,-3,125,1,True
15702,3,2,3,1,77,0,125,1,True
15703,3,2,3,1,78,0,125,1,True
15704,2,3,2,0,79,-1,125,1,True
15705,2,3,2,0,80,-1,125,1,True
15706,0,1,0,0,81,-3,125,1,True
15707,3,2,3,1,82,-1,125,1,True
15708,3,2,2,0,83,-4,125,1,True
15709,1,0,1,1,84,4,125,1,True
15710,2,3,2,0,85,-3,125,1,True
15711,3,2,2,0,86,0,125,1,True
15712,3,2,2,0,87,5,125,1,True
15713,0,1,1,1,88,3,125,1,True
15714,0,1,1,1,89,3,125,1,True
15715,1,0,1,1,90,4,125,1,True
15716,0,1,1,1,91,3,125,1,True
15717,0,1,1,1,92,-1,125,1,True
15718,2,3,2,0,93,4,125,1,True
15719,2,3,2,0,94,2,125,1,True
15720,1,0,0,0,95,3,125,1,True
15721,3,2,2,0,96,4,125,1,True
15722,0,1,0,0,97,1,125,1,True
15723,2,3,2,0,98,0,125,1,True
15724,3,2,3,1,99,3,125,1,True
15725,2,3,3,1,100,4,125,1,True
15726,0,1,1,1,101,4,125,1,True
15727,2,3,2,0,102,-2,125,1,True
15728,2,3,2,0,103,0,125,1,True
15729,2,3,2,0,104,-1,125,1,True
15730,2,3,3,1,105,4,125,1,True
15731,2,3,3,1,106,4,125,1,True
15732,0,1,0,0,107,4,125,1,True
15733,2,3,3,1,108,3,125,1,True
15734,3,2,3,1,109,3,125,1,True
15735,3,2,3,1,110,2,125,1,True
15736,1,0,0,0,111,4,125,1,True
15737,2,3,3,1,112,2,125,1,True
15738,0,1,0,0,113,3,125,1,True
15739,1,0,0,0,114,2,125,1,True
15740,1,0,0,0,115,-2,125,1,True
15741,2,3,3,1,116,-2,125,1,True
15742,3,2,2,0,117,-4,125,1,True
15743,0,1,1,1,118,-3,125,1,True
15744,0,1,0,0,119,-3,125,1,True
15745,1,0,0,0,120,-2,125,1,True
15746,3,2,2,0,121,-2,125,1,True
15747,3,2,3,1,122,-2,125,1,True
15748,0,1,0,0,123,1,125,1,True
15749,2,3,2,0,124,1,125,1,True
15750,1,0,-1,-1,0,0,126,1,True
15751,1,0,1,1,1,3,126,1,True
15752,2,3,2,0,2,-4,126,1,True
15753,1,0,1,1,3,2,126,1,True
15754,3,2,3,1,4,3,126,1,True
15755,1,0,0,0,5,-1,126,1,True
15756,2,3,2,0,6,1,126,1,True
15757,3,2,3,1,7,-4,126,1,True
15758,1,0,1,1,8,-3,126,1,True
15759,3,2,3,1,9,-3,126,1,True
15760,1,0,0,0,10,4,126,1,True
15761,0,1,0,0,11,1,126,1,True
15762,2,3,3,1,12,-4,126,1,True
15763,0,1,0,0,13,2,126,1,True
15764,1,0,0,0,14,1,126,1,True
15765,0,1,0,0,15,1,126,1,True
15766,0,1,0,0,16,2,126,1,True
15767,1,0,0,0,17,3,126,1,True
15768,3,2,3,1,18,-3,126,1,True
15769,0,1,0,0,19,3,126,1,True
15770,3,2,3,1,20,-3,126,1,True
15771,2,3,2,0,21,4,126,1,True
15772,0,1,1,1,22,-2,126,1,True
15773,1,0,-1,-1,23,0,126,1,True
15774,0,1,1,1,24,0,126,1,True
15775,0,1,0,0,25,-3,126,1,True
15776,3,2,2,0,26,-3,126,1,True
15777,1,0,-1,-1,27,0,126,1,True
15778,0,1,0,0,28,-1,126,1,True
15779,3,2,3,1,29,1,126,1,True
15780,2,3,3,1,30,-1,126,1,True
15781,1,0,0,0,31,1,126,1,True
15782,1,0,1,1,32,4,126,1,True
15783,2,3,2,0,33,3,126,1,True
15784,1,0,1,1,34,4,126,1,True
15785,0,1,1,1,35,0,126,1,True
15786,2,3,2,0,36,2,126,1,True
15787,2,3,3,1,37,2,126,1,True
15788,2,3,2,0,38,4,126,1,True
15789,3,2,2,0,39,4,126,1,True
15790,2,3,2,0,40,5,126,1,True
15791,3,2,2,0,41,2,126,1,True
15792,1,0,1,1,42,-1,126,1,True
15793,1,0,0,0,43,0,126,1,True
15794,3,2,2,0,44,0,126,1,True
15795,3,2,2,0,45,2,126,1,True
15796,1,0,1,1,46,0,126,1,True
15797,3,2,2,0,47,2,126,1,True
15798,3,2,2,0,48,0,126,1,True
15799,1,0,1,1,49,1,126,1,True
15800,3,2,2,0,50,-2,126,1,True
15801,3,2,3,1,51,3,126,1,True
15802,1,0,0,0,52,-2,126,1,True
15803,3,2,3,1,53,1,126,1,True
15804,2,3,3,1,54,2,126,1,True
15805,0,1,1,1,55,0,126,1,True
15806,0,1,1,1,56,1,126,1,True
15807,3,2,3,1,57,5,126,1,True
15808,1,0,0,0,58,3,126,1,True
15809,2,3,3,1,59,2,126,1,True
15810,3,2,3,1,60,4,126,1,True
15811,1,0,0,0,61,3,126,1,True
15812,3,2,3,1,62,4,126,1,True
15813,2,3,3,1,63,4,126,1,True
15814,3,2,3,1,64,3,126,1,True
15815,3,2,3,1,65,2,126,1,True
15816,0,1,0,0,66,0,126,1,True
15817,2,3,3,1,67,5,126,1,True
15818,1,0,1,1,68,4,126,1,True
15819,3,2,3,1,69,3,126,1,True
15820,0,1,1,1,70,3,126,1,True
15821,0,1,1,1,71,0,126,1,True
15822,3,2,3,1,72,-3,126,1,True
15823,0,1,0,0,73,-2,126,1,True
15824,1,0,1,1,74,-2,126,1,True
15825,0,1,0,0,75,-1,126,1,True
15826,0,1,0,0,76,-1,126,1,True
15827,0,1,1,1,77,1,126,1,True
15828,1,0,0,0,78,-4,126,1,True
15829,1,0,1,1,79,-1,126,1,True
15830,3,2,2,0,80,3,126,1,True
15831,2,3,2,0,81,0,126,1,True
15832,3,2,2,0,82,-1,126,1,True
15833,0,1,0,0,83,0,126,1,True
15834,2,3,3,1,84,0,126,1,True
15835,0,1,0,0,85,1,126,1,True
15836,1,0,1,1,86,-3,126,1,True
15837,0,1,1,1,87,-3,126,1,True
15838,0,1,0,0,88,-1,126,1,True
15839,1,0,0,0,89,-2,126,1,True
15840,0,1,1,1,90,-1,126,1,True
15841,3,2,2,0,91,-1,126,1,True
15842,2,3,2,0,92,-2,126,1,True
15843,2,3,3,1,93,1,126,1,True
15844,3,2,3,1,94,-1,126,1,True
15845,2,3,3,1,95,-1,126,1,True
15846,3,2,3,1,96,3,126,1,True
15847,2,3,3,1,97,3,126,1,True
15848,3,2,3,1,98,0,126,1,True
15849,2,3,3,1,99,-1,126,1,True
15850,2,3,2,0,100,1,126,1,True
15851,0,1,1,1,101,-2,126,1,True
15852,2,3,3,1,102,0,126,1,True
15853,1,0,1,1,103,2,126,1,True
15854,1,0,1,1,104,5,126,1,True
15855,1,0,1,1,105,4,126,1,True
15856,0,1,1,1,106,2,126,1,True
15857,1,0,1,1,107,1,126,1,True
15858,2,3,3,1,108,0,126,1,True
15859,1,0,0,0,109,5,126,1,True
15860,3,2,2,0,110,4,126,1,True
15861,3,2,2,0,111,4,126,1,True
15862,1,0,0,0,112,4,126,1,True
15863,1,0,0,0,113,4,126,1,True
15864,0,1,0,0,114,5,126,1,True
15865,0,1,1,1,115,3,126,1,True
15866,1,0,0,0,116,4,126,1,True
15867,0,1,0,0,117,4,126,1,True
15868,3,2,3,1,118,3,126,1,True
15869,3,2,2,0,119,0,126,1,True
15870,3,2,2,0,120,0,126,1,True
15871,1,0,0,0,121,-4,126,1,True
15872,1,0,1,1,122,1,126,1,True
15873,0,1,0,0,123,-3,126,1,True
15874,0,1,1,1,124,-1,126,1,True
15875,2,3,3,1,0,-3,127,1,True
15876,0,1,0,0,1,-2,127,1,True
15877,0,1,1,1,2,-4,127,1,True
15878,1,0,0,0,3,-4,127,1,True
15879,2,3,2,0,4,-2,127,1,True
15880,2,3,3,1,5,-3,127,1,True
15881,1,0,1,1,6,-4,127,1,True
15882,0,1,0,0,7,-3,127,1,True
15883,0,1,1,1,8,0,127,1,True
15884,0,1,1,1,9,1,127,1,True
15885,3,2,2,0,10,3,127,1,True
15886,2,3,2,0,11,3,127,1,True
15887,1,0,1,1,12,-1,127,1,True
15888,2,3,3,1,13,-4,127,1,True
15889,3,2,2,0,14,2,127,1,True
15890,2,3,-1,-1,15,0,127,1,True
15891,3,2,3,1,16,-2,127,1,True
15892,3,2,2,0,17,1,127,1,True
15893,1,0,0,0,18,-3,127,1,True
15894,0,1,1,1,19,-2,127,1,True
15895,3,2,3,1,20,-4,127,1,True
15896,1,0,0,0,21,-3,127,1,True
15897,2,3,2,0,22,-3,127,1,True
15898,2,3,2,0,23,-3,127,1,True
15899,2,3,3,1,24,-2,127,1,True
15900,2,3,2,0,25,-3,127,1,True
15901,3,2,2,0,26,-4,127,1,True
15902,2,3,2,0,27,-3,127,1,True
15903,1,0,0,0,28,-3,127,1,True
15904,3,2,3,1,29,-1,127,1,True
15905,0,1,0,0,30,0,127,1,True
15906,0,1,-1,-1,31,0,127,1,True
15907,0,1,1,1,32,-1,127,1,True
15908,0,1,0,0,33,-3,127,1,True
15909,1,0,-1,-1,34,0,127,1,True
15910,2,3,-1,-1,35,0,127,1,True
15911,1,0,1,1,36,-1,127,1,True
15912,2,3,3,1,37,0,127,1,True
15913,0,1,-1,-1,38,0,127,1,True
15914,1,0,0,0,39,2,127,1,True
15915,2,3,3,1,40,-3,127,1,True
15916,0,1,0,0,41,4,127,1,True
15917,0,1,0,0,42,5,127,1,True
15918,3,2,3,1,43,-3,127,1,True
15919,1,0,1,1,44,-1,127,1,True
15920,2,3,3,1,45,0,127,1,True
15921,1,0,1,1,46,0,127,1,True
15922,3,2,2,0,47,0,127,1,True
15923,0,1,0,0,48,-1,127,1,True
15924,1,0,0,0,49,0,127,1,True
15925,1,0,1,1,50,5,127,1,True
15926,2,3,3,1,51,2,127,1,True
15927,0,1,0,0,52,4,127,1,True
15928,1,0,0,0,53,4,127,1,True
15929,1,0,0,0,54,1,127,1,True
15930,1,0,0,0,55,4,127,1,True
15931,3,2,3,1,56,1,127,1,True
15932,3,2,3,1,57,-3,127,1,True
15933,3,2,2,0,58,5,127,1,True
15934,2,3,2,0,59,2,127,1,True
15935,2,3,2,0,60,4,127,1,True
15936,1,0,0,0,61,2,127,1,True
15937,1,0,0,0,62,-2,127,1,True
15938,2,3,2,0,63,-1,127,1,True
15939,1,0,0,0,64,-3,127,1,True
15940,3,2,3,1,65,-4,127,1,True
15941,2,3,2,0,66,-1,127,1,True
15942,2,3,3,1,67,0,127,1,True
15943,0,1,1,1,68,-2,127,1,True
15944,1,0,1,1,69,-4,127,1,True
15945,1,0,0,0,70,1,127,1,True
15946,0,1,1,1,71,-2,127,1,True
15947,2,3,2,0,72,4,127,1,True
15948,2,3,2,0,73,4,127,1,True
15949,1,0,0,0,74,3,127,1,True
15950,1,0,0,0,75,4,127,1,True
15951,2,3,3,1,76,-1,127,1,True
15952,1,0,1,1,77,1,127,1,True
15953,2,3,3,1,78,0,127,1,True
15954,3,2,3,1,79,2,127,1,True
15955,0,1,1,1,80,2,127,1,True
15956,0,1,1,1,81,3,127,1,True
15957,2,3,2,0,82,-3,127,1,True
15958,1,0,0,0,83,-3,127,1,True
15959,0,1,0,0,84,-4,127,1,True
15960,0,1,1,1,85,0,127,1,True
15961,3,2,2,0,86,-1,127,1,True
15962,1,0,1,1,87,1,127,1,True
15963,2,3,2,0,88,0,127,1,True
15964,0,1,1,1,89,-2,127,1,True
15965,1,0,0,0,90,3,127,1,True
15966,1,0,0,0,91,5,127,1,True
15967,1,0,0,0,92,4,127,1,True
15968,0,1,0,0,93,5,127,1,True
15969,2,3,3,1,94,-4,127,1,True
15970,1,0,0,0,95,3,127,1,True
15971,3,2,3,1,96,-3,127,1,True
15972,0,1,-1,-1,97,0,127,1,True
15973,2,3,2,0,98,-3,127,1,True
15974,3,2,3,1,99,-1,127,1,True
15975,2,3,3,1,100,-4,127,1,True
15976,3,2,3,1,101,-3,127,1,True
15977,1,0,0,0,102,2,127,1,True
15978,1,0,-1,-1,103,0,127,1,True
15979,0,1,0,0,104,2,127,1,True
15980,2,3,3,1,105,-2,127,1,True
15981,3,2,3,1,106,1,127,1,True
15982,1,0,0,0,107,-3,127,1,True
15983,3,2,3,1,108,4,127,1,True
15984,3,2,3,1,109,4,127,1,True
15985,0,1,0,0,110,2,127,1,True
15986,3,2,3,1,111,4,127,1,True
15987,2,3,3,1,112,0,127,1,True
15988,2,3,3,1,113,0,127,1,True
15989,2,3,3,1,114,-2,127,1,True
15990,0,1,0,0,115,-2,127,1,True
15991,2,3,3,1,116,0,127,1,True
15992,0,1,1,1,117,1,127,1,True
15993,0,1,1,1,118,1,127,1,True
15994,1,0,1,1,119,3,127,1,True
15995,1,0,1,1,120,4,127,1,True
15996,1,0,1,1,121,2,127,1,True
15997,3,2,3,1,122,3,127,1,True
15998,1,0,1,1,123,0,127,1,True
15999,1,0,0,0,124,-1,127,1,True
16000,2,3,2,0,0,-4,128,1,True
16001,0,1,1,1,1,5,128,1,True
16002,1,0,1,1,2,5,128,1,True
16003,2,3,3,1,3,4,128,1,True
16004,3,2,3,1,4,4,128,1,True
16005,0,1,1,1,5,4,128,1,True
16006,0,1,-1,-1,6,0,128,1,True
16007,2,3,2,0,7,-4,128,1,True
16008,1,0,1,1,8,4,128,1,True
16009,2,3,3,1,9,5,128,1,True
16010,2,3,3,1,10,2,128,1,True
16011,2,3,3,1,11,3,128,1,True
16012,1,0,0,0,12,-3,128,1,True
16013,0,1,1,1,13,1,128,1,True
16014,2,3,3,1,14,0,128,1,True
16015,3,2,2,0,15,0,128,1,True
16016,1,0,0,0,16,-3,128,1,True
16017,2,3,2,0,17,-1,128,1,True
16018,0,1,0,0,18,-2,128,1,True
16019,1,0,0,0,19,-1,128,1,True
16020,0,1,1,1,20,0,128,1,True
16021,0,1,1,1,21,-1,128,1,True
16022,1,0,0,0,22,-3,128,1,True
16023,2,3,2,0,23,-3,128,1,True
16024,1,0,1,1,24,2,128,1,True
16025,3,2,3,1,25,2,128,1,True
16026,0,1,1,1,26,1,128,1,True
16027,3,2,2,0,27,4,128,1,True
16028,1,0,0,0,28,0,128,1,True
16029,0,1,0,0,29,3,128,1,True
16030,0,1,1,1,30,4,128,1,True
16031,0,1,1,1,31,2,128,1,True
16032,2,3,2,0,32,5,128,1,True
16033,2,3,2,0,33,3,128,1,True
16034,2,3,2,0,34,4,128,1,True
16035,3,2,2,0,35,3,128,1,True
16036,3,2,2,0,36,0,128,1,True
16037,3,2,3,1,37,1,128,1,True
16038,2,3,3,1,38,0,128,1,True
16039,0,1,0,0,39,-3,128,1,True
16040,0,1,1,1,40,-2,128,1,True
16041,3,2,2,0,41,-2,128,1,True
16042,1,0,1,1,42,-3,128,1,True
16043,2,3,3,1,43,-1,128,1,True
16044,0,1,1,1,44,0,128,1,True
16045,2,3,3,1,45,5,128,1,True
16046,2,3,3,1,46,2,128,1,True
16047,3,2,3,1,47,1,128,1,True
16048,1,0,1,1,48,-1,128,1,True
16049,2,3,2,0,49,0,128,1,True
16050,3,2,2,0,50,2,128,1,True
16051,1,0,0,0,51,1,128,1,True
16052,0,1,1,1,52,1,128,1,True
16053,0,1,1,1,53,2,128,1,True
16054,0,1,1,1,54,3,128,1,True
16055,2,3,2,0,55,-1,128,1,True
16056,3,2,3,1,56,4,128,1,True
16057,3,2,3,1,57,2,128,1,True
16058,1,0,1,1,58,3,128,1,True
16059,3,2,3,1,59,4,128,1,True
16060,3,2,3,1,60,1,128,1,True
16061,0,1,1,1,61,-3,128,1,True
16062,2,3,3,1,62,-3,128,1,True
16063,3,2,2,0,63,-1,128,1,True
16064,0,1,0,0,64,-2,128,1,True
16065,0,1,1,1,65,-3,128,1,True
16066,3,2,2,0,66,1,128,1,True
16067,0,1,0,0,67,5,128,1,True
16068,3,2,2,0,68,3,128,1,True
16069,1,0,0,0,69,4,128,1,True
16070,2,3,2,0,70,3,128,1,True
16071,2,3,2,0,71,3,128,1,True
16072,1,0,0,0,72,5,128,1,True
16073,2,3,2,0,73,4,128,1,True
16074,1,0,0,0,74,3,128,1,True
16075,0,1,0,0,75,4,128,1,True
16076,1,0,0,0,76,1,128,1,True
16077,3,2,2,0,77,0,128,1,True
16078,3,2,3,1,78,-4,128,1,True
16079,0,1,0,0,79,1,128,1,True
16080,0,1,0,0,80,1,128,1,True
16081,0,1,0,0,81,1,128,1,True
16082,0,1,0,0,82,3,128,1,True
16083,3,2,3,1,83,-3,128,1,True
16084,2,3,3,1,84,0,128,1,True
16085,2,3,3,1,85,-3,128,1,True
16086,1,0,0,0,86,5,128,1,True
16087,1,0,0,0,87,4,128,1,True
16088,1,0,0,0,88,3,128,1,True
16089,1,0,0,0,89,3,128,1,True
16090,1,0,0,0,90,3,128,1,True
16091,1,0,0,0,91,2,128,1,True
16092,3,2,2,0,92,0,128,1,True
16093,3,2,3,1,93,1,128,1,True
16094,0,1,0,0,94,-3,128,1,True
16095,2,3,3,1,95,0,128,1,True
16096,0,1,1,1,96,0,128,1,True
16097,3,2,3,1,97,0,128,1,True
16098,2,3,2,0,98,-3,128,1,True
16099,2,3,3,1,99,-2,128,1,True
16100,1,0,1,1,100,-3,128,1,True
16101,0,1,0,0,101,-3,128,1,True
16102,2,3,3,1,102,0,128,1,True
16103,0,1,1,1,103,-1,128,1,True
16104,1,0,1,1,104,1,128,1,True
16105,1,0,1,1,105,1,128,1,True
16106,2,3,2,0,106,0,128,1,True
16107,0,1,1,1,107,-1,128,1,True
16108,3,2,3,1,108,-3,128,1,True
16109,2,3,3,1,109,-2,128,1,True
16110,3,2,2,0,110,-4,128,1,True
16111,3,2,3,1,111,-3,128,1,True
16112,1,0,1,1,112,-3,128,1,True
16113,2,3,3,1,113,-4,128,1,True
16114,1,0,1,1,114,-3,128,1,True
16115,1,0,0,0,115,-3,128,1,True
16116,0,1,-1,-1,116,0,128,1,True
16117,3,2,2,0,117,0,128,1,True
16118,2,3,2,0,118,-1,128,1,True
16119,3,2,3,1,119,0,128,1,True
16120,1,0,0,0,120,-1,128,1,True
16121,0,1,1,1,121,-3,128,1,True
16122,3,2,3,1,122,-1,128,1,True
16123,2,3,2,0,123,0,128,1,True
16124,2,3,2,0,124,0,128,1,True
16125,1,0,-1,-1,0,0,129,1,False
16126,2,3,-1,-1,1,0,129,1,False
16127,0,1,-1,-1,2,0,129,1,False
16128,1,0,-1,-1,3,0,129,1,False
16129,3,2,3,1,4,0,129,1,False
16130,0,1,0,0,5,0,129,1,False
16131,1,0,1,1,6,1,129,1,False
16132,0,1,1,1,7,2,129,1,False
16133,3,2,2,0,8,1,129,1,False
16134,3,2,3,1,9,4,129,1,False
16135,3,2,2,0,10,-3,129,1,False
16136,3,2,3,1,11,5,129,1,False
16137,3,2,3,1,12,0,129,1,False
16138,3,2,2,0,13,-2,129,1,False
16139,1,0,0,0,14,-4,129,1,False
16140,2,3,2,0,15,-3,129,1,False
16141,0,1,1,1,16,-1,129,1,False
16142,2,3,3,1,17,0,129,1,False
16143,0,1,1,1,18,0,129,1,False
16144,0,1,0,0,19,-4,129,1,False
16145,0,1,0,0,20,-2,129,1,False
16146,2,3,3,1,21,-2,129,1,False
16147,0,1,1,1,22,-3,129,1,False
16148,3,2,3,1,23,-1,129,1,False
16149,0,1,1,1,24,-1,129,1,False
16150,3,2,3,1,25,-1,129,1,False
16151,3,2,3,1,26,1,129,1,False
16152,0,1,1,1,27,1,129,1,False
16153,2,3,3,1,28,2,129,1,False
16154,0,1,0,0,29,-4,129,1,False
16155,2,3,3,1,30,-1,129,1,False
16156,1,0,0,0,31,-3,129,1,False
16157,2,3,2,0,32,-3,129,1,False
16158,2,3,3,1,33,-1,129,1,False
16159,3,2,2,0,34,-2,129,1,False
16160,2,3,3,1,35,-3,129,1,False
16161,0,1,0,0,36,-1,129,1,False
16162,0,1,1,1,37,-3,129,1,False
16163,2,3,3,1,38,-4,129,1,False
16164,3,2,2,0,39,-3,129,1,False
16165,1,0,0,0,40,-4,129,1,False
16166,1,0,1,1,41,-2,129,1,False
16167,1,0,1,1,42,-3,129,1,False
16168,1,0,0,0,43,-1,129,1,False
16169,0,1,1,1,44,-1,129,1,False
16170,3,2,3,1,45,0,129,1,False
16171,3,2,3,1,46,-1,129,1,False
16172,0,1,1,1,47,-1,129,1,False
16173,1,0,1,1,48,-1,129,1,False
16174,1,0,1,1,49,1,129,1,False
16175,2,3,2,0,50,5,129,1,False
16176,3,2,3,1,51,3,129,1,False
16177,3,2,3,1,52,-1,129,1,False
16178,1,0,0,0,53,0,129,1,False
16179,1,0,0,0,54,1,129,1,False
16180,0,1,1,1,55,-4,129,1,False
16181,2,3,2,0,56,0,129,1,False
16182,2,3,2,0,57,1,129,1,False
16183,1,0,1,1,58,-1,129,1,False
16184,0,1,1,1,59,0,129,1,False
16185,0,1,1,1,60,-1,129,1,False
16186,3,2,3,1,61,-3,129,1,False
16187,1,0,1,1,62,-1,129,1,False
16188,3,2,2,0,63,0,129,1,False
16189,2,3,3,1,64,0,129,1,False
16190,1,0,0,0,65,2,129,1,False
16191,0,1,1,1,66,4,129,1,False
16192,2,3,3,1,67,5,129,1,False
16193,1,0,0,0,68,0,129,1,False
16194,3,2,2,0,69,1,129,1,False
16195,0,1,1,1,70,-2,129,1,False
16196,2,3,3,1,71,0,129,1,False
16197,1,0,0,0,72,-4,129,1,False
16198,0,1,0,0,73,-2,129,1,False
16199,3,2,3,1,74,1,129,1,False
16200,0,1,0,0,75,-4,129,1,False
16201,1,0,0,0,76,-3,129,1,False
16202,1,0,0,0,77,-3,129,1,False
16203,1,0,0,0,78,-3,129,1,False
16204,0,1,1,1,79,0,129,1,False
16205,1,0,-1,-1,80,0,129,1,False
16206,3,2,2,0,81,-2,129,1,False
16207,3,2,3,1,82,1,129,1,False
16208,3,2,3,1,83,0,129,1,False
16209,0,1,0,0,84,-3,129,1,False
16210,0,1,1,1,85,0,129,1,False
16211,0,1,1,1,86,3,129,1,False
16212,1,0,0,0,87,2,129,1,False
16213,1,0,0,0,88,2,129,1,False
16214,3,2,3,1,89,4,129,1,False
16215,3,2,3,1,90,1,129,1,False
16216,0,1,1,1,91,1,129,1,False
16217,3,2,2,0,92,-4,129,1,False
16218,1,0,1,1,93,3,129,1,False
16219,1,0,1,1,94,4,129,1,False
16220,1,0,0,0,95,-2,129,1,False
16221,3,2,3,1,96,4,129,1,False
16222,0,1,0,0,97,1,129,1,False
16223,1,0,0,0,98,0,129,1,False
16224,1,0,0,0,99,5,129,1,False
16225,1,0,1,1,100,3,129,1,False
16226,3,2,3,1,101,1,129,1,False
16227,1,0,1,1,102,0,129,1,False
16228,1,0,1,1,103,0,129,1,False
16229,0,1,1,1,104,-3,129,1,False
16230,0,1,0,0,105,1,129,1,False
16231,1,0,1,1,106,-2,129,1,False
16232,1,0,1,1,107,-3,129,1,False
16233,0,1,-1,-1,108,0,129,1,False
16234,3,2,2,0,109,2,129,1,False
16235,1,0,0,0,110,4,129,1,False
16236,3,2,2,0,111,5,129,1,False
16237,1,0,0,0,112,3,129,1,False
16238,1,0,0,0,113,4,129,1,False
16239,0,1,0,0,114,3,129,1,False
16240,0,1,0,0,115,4,129,1,False
16241,1,0,0,0,116,5,129,1,False
16242,1,0,0,0,117,5,129,1,False
16243,0,1,0,0,118,1,129,1,False
16244,1,0,0,0,119,3,129,1,False
16245,0,1,0,0,120,3,129,1,False
16246,3,2,3,1,121,3,129,1,False
16247,3,2,3,1,122,2,129,1,False
16248,2,3,3,1,123,1,129,1,False
16249,2,3,3,1,124,-1,129,1,False
16250,1,0,0,0,0,4,130,1,True
16251,3,2,3,1,1,-3,130,1,True
16252,2,3,3,1,2,-3,130,1,True
16253,1,0,1,1,3,-1,130,1,True
16254,2,3,-1,-1,4,0,130,1,True
16255,1,0,-1,-1,5,0,130,1,True
16256,1,0,0,0,6,0,130,1,True
16257,3,2,-1,-1,7,0,130,1,True
16258,1,0,0,0,8,2,130,1,True
16259,2,3,2,0,9,3,130,1,True
16260,2,3,2,0,10,5,130,1,True
16261,0,1,1,1,11,0,130,1,True
16262,1,0,0,0,12,0,130,1,True
16263,1,0,1,1,13,3,130,1,True
16264,0,1,1,1,14,0,130,1,True
16265,3,2,2,0,15,1,130,1,True
16266,3,2,2,0,16,-4,130,1,True
16267,3,2,3,1,17,0,130,1,True
16268,3,2,2,0,18,1,130,1,True
16269,0,1,1,1,19,2,130,1,True
16270,2,3,3,1,20,0,130,1,True
16271,0,1,0,0,21,2,130,1,True
16272,3,2,2,0,22,3,130,1,True
16273,3,2,2,0,23,1,130,1,True
16274,1,0,0,0,24,1,130,1,True
16275,2,3,3,1,25,1,130,1,True
16276,3,2,2,0,26,-1,130,1,True
16277,0,1,1,1,27,0,130,1,True
16278,0,1,0,0,28,0,130,1,True
16279,0,1,1,1,29,0,130,1,True
16280,1,0,1,1,30,0,130,1,True
16281,2,3,3,1,31,0,130,1,True
16282,3,2,3,1,32,0,130,1,True
16283,3,2,3,1,33,0,130,1,True
16284,2,3,3,1,34,0,130,1,True
16285,2,3,2,0,35,0,130,1,True
16286,2,3,3,1,36,0,130,1,True
16287,3,2,3,1,37,0,130,1,True
16288,1,0,1,1,38,0,130,1,True
16289,3,2,2,0,39,0,130,1,True
16290,2,3,3,1,40,0,130,1,True
16291,0,1,0,0,41,0,130,1,True
16292,0,1,-1,-1,42,0,130,1,True
16293,3,2,2,0,43,0,130,1,True
16294,1,0,-1,-1,44,0,130,1,True
16295,2,3,-1,-1,45,0,130,1,True
16296,0,1,0,0,46,0,130,1,True
16297,3,2,2,0,47,0,130,1,True
16298,2,3,3,1,48,0,130,1,True
16299,0,1,0,0,49,0,130,1,True
16300,3,2,2,0,50,0,130,1,True
16301,2,3,3,1,51,0,130,1,True
16302,1,0,1,1,52,0,130,1,True
16303,1,0,-1,-1,53,0,130,1,True
16304,2,3,2,0,54,0,130,1,True
16305,3,2,2,0,55,0,130,1,True
16306,3,2,3,1,56,0,130,1,True
16307,2,3,3,1,57,0,130,1,True
16308,0,1,0,0,58,0,130,1,True
16309,0,1,1,1,59,0,130,1,True
16310,0,1,0,0,60,0,130,1,True
16311,1,0,0,0,61,0,130,1,True
16312,2,3,2,0,62,0,130,1,True
16313,0,1,1,1,63,0,130,1,True
16314,0,1,-1,-1,64,0,130,1,True
16315,1,0,0,0,65,0,130,1,True
16316,1,0,0,0,66,0,130,1,True
16317,2,3,2,0,67,0,130,1,True
16318,2,3,3,1,68,0,130,1,True
16319,2,3,3,1,69,0,130,1,True
16320,2,3,2,0,70,0,130,1,True
16321,3,2,2,0,71,0,130,1,True
16322,2,3,2,0,72,0,130,1,True
16323,3,2,3,1,73,0,130,1,True
16324,3,2,2,0,74,0,130,1,True
16325,0,1,-1,-1,75,0,130,1,True
16326,3,2,-1,-1,76,0,130,1,True
16327,2,3,3,1,77,0,130,1,True
16328,3,2,2,0,78,0,130,1,True
16329,1,0,0,0,79,0,130,1,True
16330,2,3,3,1,80,0,130,1,True
16331,1,0,1,1,81,0,130,1,True
16332,2,3,3,1,82,0,130,1,True
16333,2,3,3,1,83,0,130,1,True
16334,2,3,3,1,84,0,130,1,True
16335,1,0,1,1,85,0,130,1,True
16336,0,1,1,1,86,0,130,1,True
16337,0,1,1,1,87,0,130,1,True
16338,1,0,0,0,88,0,130,1,True
16339,1,0,-1,-1,89,0,130,1,True
16340,1,0,-1,-1,90,0,130,1,True
16341,2,3,-1,-1,91,0,130,1,True
16342,0,1,1,1,92,0,130,1,True
16343,3,2,-1,-1,93,0,130,1,True
