"Subject" "Age" "Handedness" "Sex" "Counterbalance" "afleider" "brugofniet" "opgaveAbstr" "operator.SubTrial." "PostConf.RESP.SubTrial." "PreCj.RESP.SubTrial." "stim1.SubTrial." "stim2.SubTrial." "Target.ACC.SubTrial." "Target.RT.SubTrial." "Procedure.SubTrial." "antwoord.SubTrial."
"11845" 45 18 "right" "female" 1 "Incorrect_Related" "na" "XX*X" "*" "2" 8 87 2 1 1601 "TrialProcStim" 261
"11846" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "X*XX" "*" "3" 8 8 31 0 2591 "TrialProcStim" 247
"11847" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XXX" "-" "2" 8 326 253 0 2459 "TrialProcStim" 83
"11848" 45 18 "right" "female" 1 "Correct" "Brug" "XX-X" "-" "2" 3 94 8 0 1221 "TrialProcStim" 86
"11849" 45 18 "right" "female" 1 "Correct" "na" "XX*X" "*" "1" 3 10 9 1 1074 "TrialProcStim" 90
"11850" 45 18 "right" "female" 1 "Correct" "Geen brug" "XXX-XXX" "-" "1" 3 677 160 1 1602 "TrialProcStim" 517
"11851" 45 18 "right" "female" 1 "Incorrect_Related" "na" "XX*XX" "*" "1" 3 12 12 1 1080 "TrialProcStim" 132
"11852" 45 18 "right" "female" 1 "Correct" "Geen brug" "XXX-XX" "-" "2" 3 465 22 1 861 "TrialProcStim" 443
"11853" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XX" "-" "2" 3 105 22 0 1693 "TrialProcStim" 93
"11854" 45 18 "right" "female" 1 "Correct" "na" "XX*XX" "*" "9" 8 25 18 0 1449 "TrialProcStim" 450
"11855" 45 18 "right" "female" 1 "Correct" "na" "XX*X" "*" "1" 3 24 5 1 1092 "TrialProcStim" 120
"11856" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-XX" "-" "1" 3 66 29 0 1378 "TrialProcStim" 27
"11857" 45 18 "right" "female" 1 "Correct" "Brug" "XX-XX" "-" "2" 3 75 26 1 949 "TrialProcStim" 49
"11858" 45 18 "right" "female" 1 "Correct" "Geen brug" "XX-X" "-" "1" 3 99 8 1 2104 "TrialProcStim" 91
"11859" 45 18 "right" "female" 1 "Correct" "Geen brug" "XX-XX" "-" "1" 3 82 71 1 1140 "TrialProcStim" 11
"11860" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-X" "-" "0" 3 94 8 1 2528 "TrialProcStim" 76
"11861" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XX-XX" "-" "2" 3 81 37 1 1107 "TrialProcStim" 46
"11862" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-X" "-" "0" 3 51 9 1 2078 "TrialProcStim" 32
"11863" 45 18 "right" "female" 1 "Last_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "1" 3 677 160 1 2848 "TrialProcStim" 513
"11864" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*XX" "*" "8" 8 15 31 1 1051 "TrialProcStim" 466
"11865" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "1" 3 72 51 0 988 "TrialProcStim" 11
"11866" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*XX" "*" "2" 3 14 14 1 1532 "TrialProcStim" 195
"11867" 45 18 "right" "female" 1 "Correct" "na" "XX*X" "*" "8" 8 15 7 0 526 "TrialProcStim" 105
"11868" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*XX" "*" "2" 3 11 11 1 2261 "TrialProcStim" 122
"11869" 45 18 "right" "female" 1 "Correct" "na" "XX*XX" "*" "1" 3 11 11 1 1141 "TrialProcStim" 121
"11870" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XXX-XXX" "-" "2" 8 452 369 1 1625 "TrialProcStim" 87
"11871" 45 18 "right" "female" 1 "Correct" "na" "XX*X" "*" "8" 8 87 2 0 303 "TrialProcStim" 174
"11872" 45 18 "right" "female" 1 "Correct" "Geen brug" "XX-X" "-" "1" 3 58 6 1 987 "TrialProcStim" 52
"11873" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*X" "*" "1" 3 15 7 1 1240 "TrialProcStim" 104
"11874" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*XX" "*" "1" 3 25 11 1 1201 "TrialProcStim" 274
"11875" 45 18 "right" "female" 1 "Correct" "Geen brug" "XXX-XX" "-" "1" 8 398 66 1 2736 "TrialProcStim" 332
"11876" 45 18 "right" "female" 1 "Correct" "na" "X*XX" "*" "8" 8 4 56 0 1710 "TrialProcStim" 224
"11877" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XXX-XX" "-" "3" 3 172 99 0 2334 "TrialProcStim" 77
"11878" 45 18 "right" "female" 1 "Last_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "2" 3 888 574 1 1372 "TrialProcStim" 316
"11879" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "X*XX" "*" "2" 8 5 29 1 1364 "TrialProcStim" 146
"11880" 45 18 "right" "female" 1 "Correct" "na" "X*XX" "*" "3" 8 7 21 1 1985 "TrialProcStim" 147
"11881" 45 18 "right" "female" 1 "Middle_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "2" 3 465 22 0 968 "TrialProcStim" 453
"11882" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XXX-XX" "-" "3" 3 132 55 1 1207 "TrialProcStim" 73
"11883" 45 18 "right" "female" 1 "Correct" "na" "XX*X" "*" "3" 8 61 8 1 1795 "TrialProcStim" 488
"11884" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Geen brug" "XX-X" "-" "1" 3 38 2 1 1021 "TrialProcStim" 26
"11885" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Geen brug" "XX-X" "-" "1" 3 99 8 1 1097 "TrialProcStim" 92
"11886" 45 18 "right" "female" 1 "Correct" "Brug" "XXX-XXX" "-" "3" 3 263 177 0 1503 "TrialProcStim" 86
"11887" 45 18 "right" "female" 1 "Correct" "Geen brug" "XXX-XXX" "-" "2" 3 989 577 1 1233 "TrialProcStim" 412
"11888" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Geen brug" "XX-XX" "-" "2" 3 79 68 1 1774 "TrialProcStim" 19
"11889" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "X*XX" "*" "2" 8 7 21 1 1893 "TrialProcStim" 146
"11890" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XX-XX" "-" "2" 3 46 27 1 1327 "TrialProcStim" 11
"11891" 45 18 "right" "female" 1 "Correct" "Geen brug" "XX-XX" "-" "2" 3 39 18 1 1602 "TrialProcStim" 21
"11892" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XXX" "-" "9" 8 882 795 1 2518 "TrialProcStim" 77
"11893" 45 18 "right" "female" 1 "Last_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "2" 3 663 22 1 2105 "TrialProcStim" 649
"11894" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Geen brug" "XX-X" "-" "2" 8 58 6 0 1713 "TrialProcStim" 42
"11895" 45 18 "right" "female" 1 "Incorrect_Related" "na" "XX*XX" "*" "2" 3 13 13 1 983 "TrialProcStim" 156
"11896" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Geen brug" "XX-X" "-" "2" 3 59 1 1 1802 "TrialProcStim" 52
"11897" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "2" 3 98 64 1 2347 "TrialProcStim" 24
"11898" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XX" "-" "2" 8 119 52 0 1824 "TrialProcStim" 77
"11899" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*X" "*" "8" 8 75 6 1 395 "TrialProcStim" 451
"11900" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Geen brug" "XX-XX" "-" "2" 3 39 18 1 759 "TrialProcStim" 29
"11901" 45 18 "right" "female" 1 "Correct" "Brug" "XX-X" "-" "1" 3 42 5 1 1548 "TrialProcStim" 37
"11902" 45 18 "right" "female" 1 "Correct" "Brug" "XX-X" "-" "2" 3 71 9 1 2767 "TrialProcStim" 62
"11903" 45 18 "right" "female" 1 "Correct" "Brug" "XXX-XXX" "-" "2" 3 326 253 1 1860 "TrialProcStim" 73
"11904" 45 18 "right" "female" 1 "Middle_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "2" 2 599 63 1 2173 "TrialProcStim" 553
"11905" 45 18 "right" "female" 1 "Incorrect_Related" "na" "XX*X" "*" "1" 3 10 9 1 1372 "TrialProcStim" 80
"11906" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XX-XX" "-" "2" 2 35 17 1 1515 "TrialProcStim" 12
"11907" 45 18 "right" "female" 1 "Correct" "Brug" "XX-XX" "-" "8" 8 81 37 0 529 "TrialProcStim" 44
"11908" 45 18 "right" "female" 1 "Correct" "Brug" "XXX-XXX" "-" "2" 8 652 559 0 2947 "TrialProcStim" 93
"11909" 45 18 "right" "female" 1 "Correct" "na" "X*XX" "*" "8" 8 3 46 0 505 "TrialProcStim" 138
"11910" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Geen brug" "XX-X" "-" "1" 2 38 2 1 818 "TrialProcStim" 34
"11911" 45 18 "right" "female" 1 "Correct" "na" "XX*XX" "*" "1" 2 14 14 1 2716 "TrialProcStim" 196
"11912" 45 18 "right" "female" 1 "Correct" "Geen brug" "XXX-XX" "-" "2" 3 963 52 1 1801 "TrialProcStim" 911
"11913" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-X" "-" "2" 3 31 9 1 1282 "TrialProcStim" 12
"11914" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-XX" "-" "8" 8 81 37 1 208 "TrialProcStim" 54
"11915" 45 18 "right" "female" 1 "Correct" "na" "X*XX" "*" "8" 8 2 98 0 2375 "TrialProcStim" 196
"11916" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "2" 3 88 9 1 787 "TrialProcStim" 71
"11917" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "2" 3 64 12 1 656 "TrialProcStim" 42
"11918" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "2" 3 51 9 1 2078 "TrialProcStim" 48
"11919" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*XX" "*" "{SPACE}" 3 50 21 0 0 "TrialProcStim" 1049
"11920" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XXX-XX" "-" "8" 8 169 85 1 1969 "TrialProcStim" 86
"11921" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XXX-XXX" "-" "2" 3 254 188 1 716 "TrialProcStim" 64
"11922" 45 18 "right" "female" 1 "Correct" "Geen brug" "XX-XX" "-" "2" 3 46 12 1 879 "TrialProcStim" 34
"11923" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Geen brug" "XX-X" "-" "2" 2 85 2 1 1301 "TrialProcStim" 73
"11924" 45 18 "right" "female" 1 "Incorrect_Related" "na" "X*XX" "*" "8" 8 4 56 1 245 "TrialProcStim" 220
"11925" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Geen brug" "XX-XX" "-" "2" 2 98 64 0 2275 "TrialProcStim" 36
"11926" 45 18 "right" "female" 1 "Correct" "Brug" "XXX-XXX" "-" "2" 3 254 188 1 1139 "TrialProcStim" 66
"11927" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "2" 3 94 8 1 2096 "TrialProcStim" 84
"11928" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XXX-XXX" "-" "2" 3 326 253 1 2055 "TrialProcStim" 77
"11929" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XXX-XXX" "-" "2" 3 537 444 1 902 "TrialProcStim" 97
"11930" 45 18 "right" "female" 1 "Last_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "2" 3 495 244 1 787 "TrialProcStim" 259
"11931" 45 18 "right" "female" 1 "Incorrect_Related" "na" "XX*X" "*" "8" 8 75 6 1 212 "TrialProcStim" 525
"11932" 45 18 "right" "female" 1 "Correct" "Geen brug" "XX-X" "-" "1" 3 45 4 1 710 "TrialProcStim" 41
"11933" 45 18 "right" "female" 1 "Incorrect_Related" "na" "XX*XX" "*" "1" 1 11 11 1 1472 "TrialProcStim" 132
"11934" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XXX-XX" "-" "8" 8 105 22 1 317 "TrialProcStim" 87
"11935" 45 18 "right" "female" 1 "Correct" "Brug" "XX-X" "-" "2" 8 51 9 1 2135 "TrialProcStim" 42
"11936" 45 18 "right" "female" 1 "Correct" "Brug" "XX-X" "-" "2" 3 66 7 1 1147 "TrialProcStim" 59
"11937" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-XX" "-" "2" 2 75 26 1 2408 "TrialProcStim" 59
"11938" 45 18 "right" "female" 1 "Correct" "Brug" "XX-XX" "-" "3" 2 52 16 1 2012 "TrialProcStim" 36
"11939" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "X*XX" "*" "8" 2 9 24 1 2299 "TrialProcStim" 215
"11940" 45 18 "right" "female" 1 "Correct" "Brug" "XXX-XX" "-" "2" 8 132 55 0 2289 "TrialProcStim" 77
"11941" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*XX" "*" "1" 3 13 13 1 2002 "TrialProcStim" 168
"11942" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "X*XX" "*" "8" 8 4 56 1 255 "TrialProcStim" 223
"11943" 45 18 "right" "female" 1 "Last_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "2" 2 479 105 1 2043 "TrialProcStim" 376
"11944" 45 18 "right" "female" 1 "Middle_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "2" 8 888 574 0 2181 "TrialProcStim" 304
"11945" 45 18 "right" "female" 1 "Last_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "2" 2 989 577 1 1133 "TrialProcStim" 418
"11946" 45 18 "right" "female" 1 "Correct" "na" "XX*XX" "*" "2" 3 13 13 1 1016 "TrialProcStim" 169
"11947" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "2" 2 31 9 1 1511 "TrialProcStim" 28
"11948" 45 18 "right" "female" 1 "Correct" "Geen brug" "XX-X" "-" "1" 2 85 2 1 1010 "TrialProcStim" 83
"11949" 45 18 "right" "female" 1 "Correct" "Geen brug" "XXX-XX" "-" "2" 2 279 45 1 1350 "TrialProcStim" 234
"11950" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*X" "*" "8" 8 24 5 1 2324 "TrialProcStim" 119
"11951" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-XX" "-" "2" 2 46 27 0 1302 "TrialProcStim" 29
"11952" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XXX-XXX" "-" "8" 8 263 177 1 208 "TrialProcStim" 84
"11953" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XX-XX" "-" "2" 2 52 16 1 858 "TrialProcStim" 34
"11954" 45 18 "right" "female" 1 "Correct" "Geen brug" "XX-X" "-" "1" 1 38 2 1 977 "TrialProcStim" 36
"11955" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*XX" "*" "1" 1 12 12 1 882 "TrialProcStim" 143
"11956" 45 18 "right" "female" 1 "Middle_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "1" 2 339 111 0 2027 "TrialProcStim" 218
"11957" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-X" "-" "1" 2 66 7 1 911 "TrialProcStim" 49
"11958" 45 18 "right" "female" 1 "Incorrect_Related" "na" "XX*XX" "*" "1" 2 14 14 1 1073 "TrialProcStim" 182
"11959" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "1" 2 79 68 1 1896 "TrialProcStim" 21
"11960" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XX" "-" "1" 2 169 85 0 1339 "TrialProcStim" 94
"11961" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-X" "-" "8" 8 71 9 1 560 "TrialProcStim" 52
"11962" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XX" "-" "1" 2 132 55 0 1304 "TrialProcStim" 87
"11963" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XX-XX" "-" "2" 2 75 26 1 1008 "TrialProcStim" 41
"11964" 45 18 "right" "female" 1 "Incorrect_Related" "na" "XX*XX" "*" "1" 3 25 11 1 1202 "TrialProcStim" 250
"11965" 45 18 "right" "female" 1 "Middle_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "1" 2 479 105 0 1236 "TrialProcStim" 384
"11966" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "1" 3 66 7 1 1756 "TrialProcStim" 51
"11967" 45 18 "right" "female" 1 "Correct" "na" "XX*XX" "*" "1" 2 25 11 1 1590 "TrialProcStim" 275
"11968" 45 18 "right" "female" 1 "Incorrect_Related" "na" "X*XX" "*" "2" 3 7 21 1 2157 "TrialProcStim" 140
"11969" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*XX" "*" "8" 8 25 18 1 209 "TrialProcStim" 451
"11970" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-XX" "-" "1" 2 91 57 0 1078 "TrialProcStim" 24
"11971" 45 18 "right" "female" 1 "Last_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "2" 2 339 111 1 774 "TrialProcStim" 222
"11972" 45 18 "right" "female" 1 "Correct" "Geen brug" "XX-X" "-" "1" 2 59 1 1 1704 "TrialProcStim" 58
"11973" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Geen brug" "XX-X" "-" "1" 2 59 1 1 946 "TrialProcStim" 48
"11974" 45 18 "right" "female" 1 "Middle_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "1" 2 398 66 0 1379 "TrialProcStim" 322
"11975" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Geen brug" "XX-X" "-" "1" 3 67 3 1 2097 "TrialProcStim" 54
"11976" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*X" "*" "8" 8 87 2 1 351 "TrialProcStim" 175
"11977" 45 18 "right" "female" 1 "Correct" "Brug" "XXX-XXX" "-" "1" 2 537 444 1 2783 "TrialProcStim" 93
"11978" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XXX-XX" "-" "8" 8 148 56 1 1050 "TrialProcStim" 98
"11979" 45 18 "right" "female" 1 "Correct" "na" "XX*X" "*" "8" 8 75 6 0 57 "TrialProcStim" 450
"11980" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "X*XX" "*" "8" 8 6 16 1 208 "TrialProcStim" 97
"11981" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XXX-XXX" "-" "2" 3 882 795 1 2391 "TrialProcStim" 83
"11982" 45 18 "right" "female" 1 "Correct" "Geen brug" "XXX-XX" "-" "2" 2 888 62 1 1611 "TrialProcStim" 826
"11983" 45 18 "right" "female" 1 "Correct" "na" "X*XX" "*" "8" 8 9 24 0 242 "TrialProcStim" 216
"11984" 45 18 "right" "female" 1 "Correct" "Geen brug" "XX-XX" "-" "2" 2 64 12 1 819 "TrialProcStim" 52
"11985" 45 18 "right" "female" 1 "Correct" "Brug" "XX-XX" "-" "2" 2 66 29 1 1120 "TrialProcStim" 37
"11986" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XXX-XX" "-" "8" 8 156 63 1 156 "TrialProcStim" 97
"11987" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XXX" "-" "8" 8 652 559 1 545 "TrialProcStim" 83
"11988" 45 18 "right" "female" 1 "Correct" "Brug" "XX-XX" "-" "8" 2 32 15 0 2886 "TrialProcStim" 17
"11989" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "2" 8 46 12 0 2316 "TrialProcStim" 24
"11990" 45 18 "right" "female" 1 "Middle_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "{SPACE}" 3 677 160 0 0 "TrialProcStim" 527
"11991" 45 18 "right" "female" 1 "Correct" "na" "XX*XX" "*" "8" 8 15 31 0 646 "TrialProcStim" 465
"11992" 45 18 "right" "female" 1 "Correct" "Geen brug" "XXX-XXX" "-" "2" 3 479 105 1 1224 "TrialProcStim" 374
"11993" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*X" "*" "1" 2 10 9 1 1305 "TrialProcStim" 89
"11994" 45 18 "right" "female" 1 "Correct" "Brug" "XXX-XX" "-" "2" 2 123 66 1 2235 "TrialProcStim" 57
"11995" 45 18 "right" "female" 1 "Correct" "Brug" "XX-X" "-" "1" 2 88 9 1 1056 "TrialProcStim" 79
"11996" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XX" "-" "8" 2 123 66 1 1834 "TrialProcStim" 67
"11997" 45 18 "right" "female" 1 "Incorrect_Related" "na" "XX*XX" "*" "2" 3 50 21 1 1251 "TrialProcStim" 1000
"11998" 45 18 "right" "female" 1 "Incorrect_Related" "na" "XX*X" "*" "2" 9 55 3 1 1478 "TrialProcStim" 220
"11999" 45 18 "right" "female" 1 "Correct" "na" "XX*XX" "*" "{SPACE}" 8 50 21 0 0 "TrialProcStim" 1050
"12000" 45 18 "right" "female" 1 "Incorrect_Related" "na" "XX*XX" "*" "8" 8 15 31 1 234 "TrialProcStim" 480
"12001" 45 18 "right" "female" 1 "Correct" "Geen brug" "XXX-XXX" "-" "2" 2 339 111 1 890 "TrialProcStim" 228
"12002" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-XX" "-" "2" 2 52 16 0 1594 "TrialProcStim" 26
"12003" 45 18 "right" "female" 1 "Incorrect_Related" "na" "X*XX" "*" "2" 2 6 16 1 2437 "TrialProcStim" 102
"12004" 45 18 "right" "female" 1 "Incorrect_Related" "na" "XX*X" "*" "8" 2 24 5 1 1758 "TrialProcStim" 96
"12005" 45 18 "right" "female" 1 "Correct" "Brug" "XX-X" "-" "2" 2 31 9 1 1451 "TrialProcStim" 22
"12006" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*X" "*" "2" 3 55 3 1 1269 "TrialProcStim" 166
"12007" 45 18 "right" "female" 1 "Last_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "2" 2 784 431 1 774 "TrialProcStim" 357
"12008" 45 18 "right" "female" 1 "Incorrect_Related" "na" "X*XX" "*" "2" 8 3 46 1 2360 "TrialProcStim" 141
"12009" 45 18 "right" "female" 1 "Correct" "Geen brug" "XX-XX" "-" "9" 2 79 68 0 1349 "TrialProcStim" 11
"12010" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Geen brug" "XX-X" "-" "2" 8 85 2 1 2211 "TrialProcStim" 82
"12011" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XX" "-" "{SPACE}" 2 156 63 0 0 "TrialProcStim" 83
"12012" 45 18 "right" "female" 1 "Correct" "Geen brug" "XXX-XX" "-" "{SPACE}" 2 599 63 0 0 "TrialProcStim" 563
"12013" 45 18 "right" "female" 1 "Incorrect_Related" "na" "XX*X" "*" "8" 3 16 4 1 1722 "TrialProcStim" 80
"12014" 45 18 "right" "female" 1 "Correct" "Brug" "XXX-XX" "-" "8" 8 172 99 0 125 "TrialProcStim" 73
"12015" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XXX" "-" "8" 8 452 369 1 100 "TrialProcStim" 93
"12016" 45 18 "right" "female" 1 "Middle_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "2" 2 888 62 0 1284 "TrialProcStim" 836
"12017" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-XX" "-" "2" 3 32 15 1 892 "TrialProcStim" 27
"12018" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-X" "-" "2" 2 88 9 1 1320 "TrialProcStim" 69
"12019" 45 18 "right" "female" 1 "Correct" "Geen brug" "XXX-XXX" "-" "2" 2 888 574 1 1878 "TrialProcStim" 314
"12020" 45 18 "right" "female" 1 "Correct" "Brug" "XXX-XX" "-" "2" 2 105 22 1 2351 "TrialProcStim" 83
"12021" 45 18 "right" "female" 1 "Correct" "Geen brug" "XXX-XX" "-" "2" 2 663 22 1 1082 "TrialProcStim" 641
"12022" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XXX-XX" "-" "2" 2 123 66 1 798 "TrialProcStim" 53
"12023" 45 18 "right" "female" 1 "Correct" "na" "X*XX" "*" "8" 8 6 16 0 451 "TrialProcStim" 96
"12024" 45 18 "right" "female" 1 "Correct" "na" "XX*XX" "*" "1" 2 12 12 1 985 "TrialProcStim" 144
"12025" 45 18 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*X" "*" "8" 8 61 8 1 212 "TrialProcStim" 489
"12026" 45 18 "right" "female" 1 "Correct" "Geen brug" "XX-X" "-" "1" 2 77 5 1 877 "TrialProcStim" 72
"12027" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XX" "-" "8" 8 148 56 1 1005 "TrialProcStim" 82
"12028" 45 18 "right" "female" 1 "Correct" "Brug" "XXX-XX" "-" "2" 2 156 63 1 1125 "TrialProcStim" 93
"12029" 45 18 "right" "female" 1 "Incorrect_Related" "na" "XX*X" "*" "8" 8 15 7 1 108 "TrialProcStim" 90
"12030" 45 18 "right" "female" 1 "Last_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "2" 2 279 45 1 813 "TrialProcStim" 236
"12031" 45 18 "right" "female" 1 "Correct" "Brug" "XXX-XXX" "-" "2" 2 452 369 0 891 "TrialProcStim" 83
"12032" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "2" 2 42 5 1 1131 "TrialProcStim" 33
"12033" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XX" "-" "2" 2 172 99 1 1636 "TrialProcStim" 83
"12034" 45 18 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XXX" "-" "8" 8 788 699 1 29 "TrialProcStim" 79
"12035" 45 18 "right" "female" 1 "Correct" "na" "X*XX" "*" "8" 8 8 31 0 74 "TrialProcStim" 248
"12036" 45 18 "right" "female" 1 "Middle_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "1" 2 784 431 0 1125 "TrialProcStim" 343
"12037" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XXX-XXX" "-" "8" 8 652 559 1 83 "TrialProcStim" 97
"12038" 45 18 "right" "female" 1 "Second_Digit_Incorrect" "Geen brug" "XX-XX" "-" "2" 2 46 12 1 966 "TrialProcStim" 36
"12039" 45 18 "right" "female" 1 "Correct" "Brug" "XX-XX" "-" "8" 8 35 17 0 38 "TrialProcStim" 18
"12040" 45 18 "right" "female" 1 "Correct" "Geen brug" "XXX-XXX" "-" "2" 2 576 225 1 1088 "TrialProcStim" 351
"12041" 45 18 "right" "female" 1 "Incorrect_Related" "na" "XX*XX" "*" "8" 8 25 18 1 74 "TrialProcStim" 475
