,participant,trial,A_feature1,A_feature2,A_feature3,A_feature4,B_feature1,B_feature2,B_feature3,B_feature4,decisions
3836,39,92,0,1,0,1,1,1,0,0,1
3837,39,93,1,0,0,0,0,0,0,1,0
3838,39,94,1,0,0,1,0,1,1,1,0
3839,39,95,0,0,0,1,1,0,0,0,1
3840,40,0,1,1,1,0,0,0,1,0,0
3841,40,1,1,1,0,0,0,0,0,0,0
3842,40,2,1,0,0,0,0,1,1,0,1
3843,40,3,0,1,1,1,1,0,0,1,1
3844,40,4,1,0,0,1,0,1,1,1,0
3845,40,5,0,0,0,1,1,0,0,0,1
3846,40,6,0,1,0,1,1,1,0,0,1
3847,40,7,1,1,0,0,0,1,0,1,0
3848,40,8,1,0,1,0,0,0,1,1,0
3849,40,9,1,0,0,0,0,0,0,1,0
3850,40,10,1,0,1,0,0,0,1,1,0
3851,40,11,0,1,1,0,1,0,0,0,0
3852,40,12,1,0,0,0,0,1,1,0,1
3853,40,13,1,0,0,1,0,1,1,1,1
3854,40,14,1,0,1,0,0,0,1,1,0
3855,40,15,0,0,0,0,1,1,0,0,1
3856,40,16,1,0,0,1,0,1,1,1,1
3857,40,17,1,1,1,1,0,0,1,1,0
3858,40,18,0,0,0,0,1,0,1,1,1
3859,40,19,1,0,0,1,0,1,1,1,1
3860,40,20,0,1,0,1,1,1,0,0,1
3861,40,21,0,0,1,1,1,1,1,1,1
3862,40,22,0,1,1,1,1,0,0,1,0
3863,40,23,1,1,0,0,0,0,0,0,0
3864,40,24,1,1,1,0,0,0,1,0,0
3865,40,25,1,1,1,1,0,1,0,0,0
3866,40,26,1,0,0,0,0,0,0,1,0
3867,40,27,0,1,1,1,1,1,1,0,1
3868,40,28,0,1,1,0,1,0,0,0,0
3869,40,29,0,0,1,1,1,1,1,1,1
3870,40,30,0,1,0,1,1,1,0,0,1
3871,40,31,1,0,1,1,0,0,0,0,0
3872,40,32,0,1,1,0,1,0,0,0,0
3873,40,33,1,0,0,0,0,1,1,0,1
3874,40,34,1,1,0,1,0,0,0,1,0
3875,40,35,0,0,0,1,1,1,0,1,1
3876,40,36,0,0,0,1,1,0,0,0,1
3877,40,37,1,0,0,1,0,1,1,1,1
3878,40,38,0,0,0,0,1,1,0,0,1
3879,40,39,1,1,1,0,0,1,1,1,0
3880,40,40,1,0,1,0,0,0,1,1,0
3881,40,41,0,1,0,0,1,1,1,1,1
3882,40,42,0,1,1,1,1,1,1,0,1
3883,40,43,0,1,1,0,1,0,0,0,0
3884,40,44,0,0,0,0,1,1,0,0,1
3885,40,45,1,1,0,1,0,0,0,1,0
3886,40,46,0,1,1,0,1,0,0,0,0
3887,40,47,1,0,0,0,0,1,1,0,1
3888,40,48,0,0,1,1,1,0,1,0,1
3889,40,49,0,1,1,1,1,0,0,1,0
3890,40,50,0,1,1,1,1,0,0,1,0
3891,40,51,1,0,0,1,0,1,1,1,1
3892,40,52,1,1,1,0,0,1,1,1,0
3893,40,53,1,1,1,1,0,0,1,1,0
3894,40,54,0,1,1,1,1,1,1,0,1
3895,40,55,0,1,1,0,1,0,0,0,0
3896,40,56,1,1,1,1,0,1,0,0,0
3897,40,57,0,0,0,1,1,0,0,0,1
3898,40,58,0,1,1,1,1,0,0,1,0
3899,40,59,1,0,0,0,0,1,1,0,1
3900,40,60,1,0,0,0,0,0,0,1,0
3901,40,61,0,0,0,1,1,1,0,1,1
3902,40,62,0,0,0,0,1,0,1,1,1
3903,40,63,1,0,0,0,0,1,1,0,1
3904,40,64,0,0,1,1,1,0,1,0,1
3905,40,65,1,0,0,0,0,1,1,0,1
3906,40,66,0,1,1,1,1,1,1,0,1
3907,40,67,1,1,0,1,0,0,0,1,0
3908,40,68,0,1,1,1,1,0,0,1,0
3909,40,69,0,1,1,1,1,0,0,1,0
3910,40,70,0,1,1,1,1,0,0,1,0
3911,40,71,0,0,1,1,1,0,1,0,1
3912,40,72,1,0,0,0,0,1,1,0,1
3913,40,73,0,1,0,0,1,1,1,1,1
3914,40,74,1,1,0,0,0,0,0,0,0
3915,40,75,0,1,0,1,1,1,0,0,1
3916,40,76,1,1,1,0,0,0,1,0,0
3917,40,77,1,0,1,1,0,0,0,0,0
3918,40,78,1,1,0,0,0,1,0,1,0
3919,40,79,1,0,0,0,0,0,0,1,0
3920,40,80,1,1,1,1,0,0,1,1,0
3921,40,81,0,0,0,0,1,0,1,1,1
3922,40,82,1,0,1,1,0,0,0,0,0
3923,40,83,1,1,1,0,0,1,1,1,0
3924,40,84,0,0,0,1,1,0,0,0,1
3925,40,85,1,0,0,1,0,1,1,1,1
3926,40,86,0,0,1,0,1,1,1,0,1
3927,40,87,0,0,1,1,1,0,1,0,1
3928,40,88,0,0,1,0,1,1,1,0,1
3929,40,89,0,1,1,0,1,0,0,0,0
3930,40,90,1,1,0,0,0,1,0,1,0
3931,40,91,1,1,1,1,0,1,0,0,0
3932,40,92,1,1,1,0,0,1,1,1,0
3933,40,93,1,1,0,0,0,1,0,1,0
3934,40,94,0,1,1,0,1,0,0,0,0
3935,40,95,1,0,0,1,0,1,1,1,1
3936,41,0,0,1,1,0,1,0,0,0,0
3937,41,1,0,0,1,0,1,1,1,0,1
3938,41,2,0,0,1,1,1,1,1,1,1
3939,41,3,0,1,1,1,1,0,0,1,0
3940,41,4,0,1,1,1,1,0,0,1,0
3941,41,5,0,0,1,1,1,1,1,1,1
3942,41,6,0,0,0,0,1,1,0,0,1
3943,41,7,1,1,1,1,0,0,1,1,0
3944,41,8,1,1,1,1,0,1,0,0,0
3945,41,9,0,1,1,0,1,0,0,0,0
3946,41,10,1,0,0,1,0,1,1,1,1
3947,41,11,0,0,0,0,1,0,1,1,1
3948,41,12,0,0,1,1,1,0,1,0,1
3949,41,13,1,0,1,0,0,0,1,1,0
3950,41,14,1,1,0,0,0,0,0,0,0
3951,41,15,0,1,0,0,1,1,1,1,1
3952,41,16,1,0,0,0,0,1,1,0,0
3953,41,17,0,0,0,1,1,0,0,0,1
3954,41,18,1,0,0,0,0,0,0,1,0
3955,41,19,0,1,1,0,1,0,0,0,1
3956,41,20,0,1,1,1,1,1,1,0,1
3957,41,21,1,0,1,1,0,0,0,0,0
3958,41,22,0,1,1,0,1,0,0,0,1
3959,41,23,1,0,0,1,0,1,1,1,1
3960,41,24,0,0,1,1,1,0,1,0,1
3961,41,25,1,1,1,0,0,1,1,1,0
3962,41,26,1,0,1,1,0,0,0,0,0
3963,41,27,1,1,0,0,0,0,0,0,0
3964,41,28,0,0,0,1,1,1,0,1,1
3965,41,29,1,1,0,1,0,0,0,1,0
3966,41,30,0,1,1,0,1,0,0,0,1
3967,41,31,1,0,0,1,0,1,1,1,1
3968,41,32,1,0,1,0,0,0,1,1,0
3969,41,33,1,1,1,1,0,0,1,1,0
3970,41,34,0,1,0,0,1,1,1,1,1
3971,41,35,1,1,0,1,0,0,0,1,0
3972,41,36,1,1,1,0,0,1,1,1,0
3973,41,37,0,1,1,1,1,0,0,1,0
3974,41,38,0,0,0,0,1,1,0,0,1
3975,41,39,0,1,1,1,1,0,0,1,0
3976,41,40,0,1,1,1,1,1,1,0,1
3977,41,41,1,0,0,0,0,0,0,1,0
3978,41,42,1,1,0,0,0,0,0,0,0
3979,41,43,0,1,1,1,1,0,0,1,0
3980,41,44,1,0,0,0,0,1,1,0,0
3981,41,45,0,1,0,1,1,1,0,0,1
3982,41,46,1,1,1,1,0,1,0,0,0
3983,41,47,0,0,1,1,1,0,1,0,1
3984,41,48,0,1,1,0,1,0,0,0,1
3985,41,49,1,1,0,0,0,1,0,1,0
3986,41,50,0,0,0,1,1,1,0,1,1
3987,41,51,1,1,1,0,0,0,1,0,0
3988,41,52,0,0,0,1,1,0,0,0,1
3989,41,53,1,0,0,0,0,1,1,0,0
3990,41,54,0,0,0,0,1,1,0,0,1
3991,41,55,0,1,0,1,1,1,0,0,1
3992,41,56,1,0,0,1,0,1,1,1,0
3993,41,57,0,0,0,0,1,0,1,1,1
3994,41,58,1,0,0,0,0,1,1,0,0
3995,41,59,1,0,1,1,0,0,0,0,0
3996,41,60,1,0,0,0,0,0,0,1,0
3997,41,61,1,0,0,1,0,1,1,1,0
3998,41,62,1,1,0,0,0,1,0,1,0
3999,41,63,0,1,0,1,1,1,0,0,1
4000,41,64,0,0,1,1,1,0,1,0,1
4001,41,65,1,1,1,0,0,0,1,0,0
4002,41,66,1,1,0,0,0,1,0,1,0
4003,41,67,1,0,0,0,0,1,1,0,0
4004,41,68,0,0,0,1,1,0,0,0,1
4005,41,69,0,1,1,1,1,0,0,1,0
4006,41,70,0,0,1,0,1,1,1,0,1
4007,41,71,0,0,0,1,1,0,0,0,1
4008,41,72,1,0,0,0,0,1,1,0,0
4009,41,73,0,1,1,1,1,1,1,0,1
4010,41,74,1,1,1,0,0,1,1,1,0
4011,41,75,1,0,0,1,0,1,1,1,1
4012,41,76,1,1,0,1,0,0,0,1,0
4013,41,77,1,0,1,0,0,0,1,1,0
4014,41,78,1,1,1,0,0,1,1,1,0
4015,41,79,1,0,0,0,0,1,1,0,0
4016,41,80,1,0,1,0,0,0,1,1,0
4017,41,81,1,1,1,1,0,0,1,1,0
4018,41,82,1,0,0,0,0,1,1,0,0
4019,41,83,0,1,1,0,1,0,0,0,1
4020,41,84,0,1,1,1,1,0,0,1,1
4021,41,85,1,1,1,0,0,0,1,0,0
4022,41,86,0,1,0,1,1,1,0,0,1
4023,41,87,1,1,0,0,0,1,0,1,0
4024,41,88,1,0,0,1,0,1,1,1,0
4025,41,89,0,1,1,1,1,1,1,0,1
4026,41,90,1,0,0,1,0,1,1,1,0
4027,41,91,1,1,1,1,0,1,0,0,0
4028,41,92,1,0,0,0,0,0,0,1,0
4029,41,93,0,0,0,0,1,0,1,1,1
4030,41,94,0,1,1,0,1,0,0,0,1
4031,41,95,0,1,1,1,1,0,0,1,0
4032,42,0,1,1,0,0,0,1,0,1,0
4033,42,1,1,0,0,0,0,1,1,0,0
4034,42,2,1,0,1,1,0,0,0,0,0
4035,42,3,1,0,1,1,0,0,0,0,0
4036,42,4,0,1,1,0,1,0,0,0,1
4037,42,5,0,0,0,1,1,0,0,0,1
4038,42,6,1,1,1,0,0,1,1,1,0
4039,42,7,0,1,1,1,1,0,0,1,1
4040,42,8,0,0,0,0,1,1,0,0,1
4041,42,9,0,1,1,1,1,1,1,0,1
4042,42,10,1,1,1,1,0,0,1,1,0
4043,42,11,1,1,0,0,0,1,0,1,0
4044,42,12,1,0,0,0,0,1,1,0,0
4045,42,13,0,1,0,1,1,1,0,0,1
4046,42,14,1,0,0,1,0,1,1,1,0
4047,42,15,1,0,1,0,0,0,1,1,0
4048,42,16,0,1,1,1,1,0,0,1,1
4049,42,17,0,1,1,0,1,0,0,0,1
4050,42,18,1,1,0,1,0,0,0,1,0
4051,42,19,0,1,0,1,1,1,0,0,1
4052,42,20,0,0,1,1,1,1,1,1,1
4053,42,21,1,1,1,1,0,1,0,0,0
4054,42,22,0,0,1,1,1,0,1,0,1
4055,42,23,0,0,0,0,1,0,1,1,1
4056,42,24,0,1,1,0,1,0,0,0,0
4057,42,25,0,1,1,1,1,0,0,1,0
4058,42,26,1,0,0,1,0,1,1,1,1
4059,42,27,1,1,1,0,0,0,1,0,0
4060,42,28,1,1,0,0,0,0,0,0,0
4061,42,29,0,0,0,1,1,1,0,1,1
4062,42,30,0,1,1,1,1,1,1,0,1
4063,42,31,0,1,1,1,1,0,0,1,0
4064,42,32,1,1,1,0,0,1,1,1,0
4065,42,33,1,0,0,1,0,1,1,1,1
4066,42,34,0,1,1,0,1,0,0,0,0
4067,42,35,1,0,0,1,0,1,1,1,1
4068,42,36,0,1,1,0,1,0,0,0,0
4069,42,37,0,0,1,1,1,0,1,0,1
4070,42,38,1,0,1,0,0,0,1,1,0
4071,42,39,0,1,1,0,1,0,0,0,0
4072,42,40,1,1,0,1,0,0,0,1,0
4073,42,41,0,1,0,1,1,1,0,0,1
4074,42,42,1,1,1,0,0,0,1,0,0
4075,42,43,0,0,1,0,1,1,1,0,1
4076,42,44,0,0,0,0,1,1,0,0,1
4077,42,45,1,0,0,0,0,1,1,0,1
4078,42,46,0,0,0,1,1,1,0,1,1
4079,42,47,0,1,1,0,1,0,0,0,0
4080,42,48,1,0,0,0,0,1,1,0,1
4081,42,49,0,1,0,0,1,1,1,1,1
4082,42,50,1,0,0,0,0,0,0,1,0
4083,42,51,0,0,0,0,1,0,1,1,1
4084,42,52,1,0,0,1,0,1,1,1,1
4085,42,53,0,0,1,1,1,0,1,0,1
4086,42,54,1,1,1,1,0,0,1,1,0
4087,42,55,1,1,1,0,0,1,1,1,0
4088,42,56,1,1,0,1,0,0,0,1,0
4089,42,57,0,0,0,1,1,0,0,0,1
4090,42,58,0,0,0,0,1,1,0,0,1
4091,42,59,1,1,0,0,0,1,0,1,0
4092,42,60,0,1,0,0,1,1,1,1,1
4093,42,61,1,0,1,0,0,0,1,1,0
4094,42,62,1,0,0,1,0,1,1,1,1
4095,42,63,1,1,1,0,0,0,1,0,0
4096,42,64,0,0,0,0,1,0,1,1,1
4097,42,65,1,1,0,0,0,0,0,0,0
4098,42,66,0,0,1,1,1,0,1,0,1
4099,42,67,0,1,1,1,1,0,0,1,0
4100,42,68,1,1,0,0,0,1,0,1,0
4101,42,69,1,0,0,0,0,0,0,1,0
4102,42,70,1,0,0,0,0,1,1,0,1
4103,42,71,1,1,1,1,0,0,1,1,0
4104,42,72,1,1,1,0,0,1,1,1,0
4105,42,73,0,0,0,1,1,0,0,0,1
4106,42,74,0,1,1,0,1,0,0,0,0
4107,42,75,1,0,0,1,0,1,1,1,1
4108,42,76,0,1,1,1,1,0,0,1,0
4109,42,77,1,0,1,0,0,0,1,1,0
4110,42,78,1,0,0,0,0,1,1,0,1
4111,42,79,0,1,1,1,1,1,1,0,1
4112,42,80,1,1,0,0,0,0,0,0,0
4113,42,81,0,1,1,1,1,1,1,0,1
4114,42,82,0,0,1,1,1,1,1,1,1
4115,42,83,0,0,1,0,1,1,1,0,1
4116,42,84,1,1,1,1,0,1,0,0,0
4117,42,85,1,1,1,1,0,1,0,0,0
4118,42,86,0,0,0,1,1,0,0,0,1
4119,42,87,1,0,0,0,0,0,0,1,0
4120,42,88,0,1,1,1,1,0,0,1,0
4121,42,89,1,0,0,0,0,1,1,0,1
4122,42,90,1,0,0,0,0,1,1,0,1
4123,42,91,1,0,1,1,0,0,0,0,0
4124,42,92,0,1,1,1,1,0,0,1,0
4125,42,93,1,0,0,0,0,0,0,1,0
4126,42,94,0,1,0,1,1,1,0,0,1
4127,42,95,1,0,0,1,0,1,1,1,1
4128,43,0,1,1,1,0,0,1,1,1,0
4129,43,1,0,0,1,1,1,0,1,0,1
4130,43,2,1,1,0,0,0,0,0,0,0
4131,43,3,0,0,0,0,1,0,1,1,1
4132,43,4,0,1,1,1,1,0,0,1,0
4133,43,5,1,1,0,0,0,1,0,1,0
4134,43,6,0,0,0,0,1,0,1,1,1
4135,43,7,1,1,0,0,0,1,0,1,0
4136,43,8,1,1,1,1,0,0,1,1,0
4137,43,9,0,1,1,0,1,0,0,0,0
4138,43,10,0,1,1,1,1,0,0,1,0
4139,43,11,0,0,1,1,1,0,1,0,1
4140,43,12,0,1,1,1,1,1,1,0,1
4141,43,13,1,1,0,0,0,0,0,0,0
4142,43,14,0,0,0,0,1,0,1,1,1
4143,43,15,0,0,0,0,1,1,0,0,1
4144,43,16,1,0,0,0,0,1,1,0,1
4145,43,17,0,0,0,0,1,1,0,0,1
4146,43,18,1,1,1,1,0,0,1,1,0
4147,43,19,0,0,0,1,1,0,0,0,1
4148,43,20,1,1,0,0,0,1,0,1,0
4149,43,21,1,0,0,0,0,0,0,1,0
4150,43,22,0,1,1,0,1,0,0,0,0
4151,43,23,1,1,0,1,0,0,0,1,0
4152,43,24,1,1,0,0,0,0,0,0,0
4153,43,25,1,0,0,1,0,1,1,1,1
4154,43,26,1,0,0,0,0,0,0,1,0
4155,43,27,1,1,1,1,0,1,0,0,0
4156,43,28,1,1,1,0,0,0,1,0,0
4157,43,29,1,0,0,0,0,1,1,0,1
4158,43,30,0,0,1,1,1,0,1,0,1
4159,43,31,0,0,0,0,1,1,0,0,1
4160,43,32,0,0,0,1,1,1,0,1,1
4161,43,33,1,0,0,0,0,0,0,1,0
4162,43,34,0,0,1,1,1,1,1,1,1
4163,43,35,1,0,0,0,0,1,1,0,1
4164,43,36,1,1,1,1,0,0,1,1,0
4165,43,37,0,1,0,1,1,1,0,0,1
4166,43,38,0,1,0,0,1,1,1,1,1
4167,43,39,1,1,1,1,0,1,0,0,0
4168,43,40,1,1,1,0,0,0,1,0,0
4169,43,41,1,1,0,1,0,0,0,1,0
4170,43,42,0,1,1,0,1,0,0,0,0
4171,43,43,0,1,1,0,1,0,0,0,0
4172,43,44,1,1,1,0,0,1,1,1,0
4173,43,45,1,0,0,0,0,1,1,0,1
4174,43,46,0,1,0,1,1,1,0,0,1
4175,43,47,0,0,0,1,1,1,0,1,1
4176,43,48,0,0,0,1,1,0,0,0,1
4177,43,49,0,1,1,1,1,0,0,1,0
4178,43,50,1,0,0,1,0,1,1,1,1
4179,43,51,1,0,0,1,0,1,1,1,1
4180,43,52,1,1,1,1,0,1,0,0,0
4181,43,53,1,0,0,0,0,1,1,0,1
4182,43,54,0,1,0,1,1,1,0,0,1
4183,43,55,0,0,1,0,1,1,1,0,1
4184,43,56,1,0,1,1,0,0,0,0,0
4185,43,57,0,0,1,0,1,1,1,0,1
4186,43,58,0,1,1,1,1,1,1,0,1
4187,43,59,1,1,1,0,0,1,1,1,0
4188,43,60,1,0,0,1,0,1,1,1,1
4189,43,61,1,0,1,0,0,0,1,1,0
4190,43,62,1,0,0,0,0,1,1,0,1
4191,43,63,1,0,1,0,0,0,1,1,0
4192,43,64,1,0,1,1,0,0,0,0,0
4193,43,65,0,1,0,1,1,1,0,0,1
4194,43,66,0,1,1,0,1,0,0,0,0
4195,43,67,0,1,1,0,1,0,0,0,0
4196,43,68,1,0,0,1,0,1,1,1,1
4197,43,69,1,0,0,0,0,1,1,0,1
4198,43,70,1,0,1,0,0,0,1,1,0
4199,43,71,0,0,1,1,1,0,1,0,1
4200,43,72,1,1,1,0,0,0,1,0,0
4201,43,73,0,1,1,1,1,0,0,1,0
4202,43,74,0,1,1,0,1,0,0,0,0
4203,43,75,0,1,1,1,1,0,0,1,0
4204,43,76,0,1,1,1,1,0,0,1,0
4205,43,77,1,1,1,0,0,1,1,1,0
4206,43,78,1,1,0,0,0,1,0,1,0
4207,43,79,1,0,0,1,0,1,1,1,1
4208,43,80,0,1,1,1,1,0,0,1,0
4209,43,81,0,1,1,1,1,1,1,0,1
4210,43,82,0,1,1,0,1,0,0,0,0
4211,43,83,0,1,0,0,1,1,1,1,1
4212,43,84,1,0,0,0,0,0,0,1,0
4213,43,85,0,0,0,1,1,0,0,0,1
4214,43,86,1,0,1,1,0,0,0,0,0
4215,43,87,1,0,0,0,0,1,1,0,1
4216,43,88,1,0,0,1,0,1,1,1,1
4217,43,89,0,1,1,1,1,0,0,1,0
4218,43,90,1,0,1,0,0,0,1,1,0
4219,43,91,0,1,1,1,1,1,1,0,1
4220,43,92,0,0,1,1,1,1,1,1,1
4221,43,93,0,0,0,1,1,0,0,0,1
4222,43,94,1,0,0,1,0,1,1,1,1
4223,43,95,1,1,0,1,0,0,0,1,0
4224,44,0,1,0,0,1,0,1,1,1,0
4225,44,1,0,1,0,0,1,1,1,1,0
4226,44,2,0,0,1,1,1,0,1,0,1
4227,44,3,0,1,1,1,1,0,0,1,1
4228,44,4,0,0,0,1,1,0,0,0,1
4229,44,5,0,1,1,1,1,1,1,0,1
4230,44,6,1,0,1,1,0,0,0,0,0
4231,44,7,0,1,0,1,1,1,0,0,1
4232,44,8,1,1,1,1,0,1,0,0,0
4233,44,9,0,1,1,1,1,0,0,1,0
4234,44,10,0,0,0,0,1,1,0,0,1
4235,44,11,0,0,0,1,1,1,0,1,1
4236,44,12,1,0,0,0,0,0,0,1,0
4237,44,13,1,0,1,0,0,0,1,1,0
4238,44,14,0,0,0,0,1,1,0,0,1
4239,44,15,1,0,1,1,0,0,0,0,0
4240,44,16,0,1,1,1,1,1,1,0,1
4241,44,17,1,1,0,0,0,1,0,1,0
4242,44,18,0,1,0,0,1,1,1,1,1
4243,44,19,0,0,1,1,1,0,1,0,1
4244,44,20,1,1,1,1,0,1,0,0,0
4245,44,21,0,1,0,1,1,1,0,0,1
4246,44,22,1,1,0,0,0,0,0,0,0
4247,44,23,1,1,1,0,0,1,1,1,0
4248,44,24,1,0,0,0,0,1,1,0,1
4249,44,25,0,1,1,1,1,0,0,1,0
4250,44,26,0,1,1,0,1,0,0,0,0
4251,44,27,1,0,1,0,0,0,1,1,0
4252,44,28,0,0,1,1,1,0,1,0,1
4253,44,29,1,1,1,0,0,1,1,1,0
4254,44,30,0,0,0,0,1,0,1,1,1
4255,44,31,1,0,0,1,0,1,1,1,1
4256,44,32,1,0,0,0,0,0,0,1,0
4257,44,33,0,1,1,0,1,0,0,0,0
4258,44,34,1,0,0,0,0,1,1,0,1
4259,44,35,1,0,0,0,0,1,1,0,1
4260,44,36,0,0,1,1,1,1,1,1,1
4261,44,37,1,0,0,0,0,0,0,1,0
4262,44,38,1,1,1,0,0,1,1,1,0
4263,44,39,0,1,1,0,1,0,0,0,1
4264,44,40,0,0,0,0,1,0,1,1,1
4265,44,41,0,1,1,1,1,0,0,1,0
4266,44,42,1,0,1,1,0,0,0,0,0
4267,44,43,1,0,0,1,0,1,1,1,1
4268,44,44,0,1,1,1,1,0,0,1,0
4269,44,45,0,1,1,1,1,0,0,1,0
4270,44,46,0,1,0,1,1,1,0,0,1
4271,44,47,1,1,1,0,0,0,1,0,0
4272,44,48,0,1,1,0,1,0,0,0,0
4273,44,49,1,1,0,0,0,1,0,1,0
4274,44,50,1,1,0,0,0,0,0,0,0
4275,44,51,1,0,0,0,0,1,1,0,1
4276,44,52,1,1,0,1,0,0,0,1,0
4277,44,53,0,1,1,0,1,0,0,0,0
4278,44,54,0,1,0,1,1,1,0,0,1
4279,44,55,1,0,0,1,0,1,1,1,0
4280,44,56,1,0,0,0,0,1,1,0,1
4281,44,57,0,1,1,0,1,0,0,0,0
4282,44,58,0,1,1,1,1,0,0,1,0
4283,44,59,1,0,1,0,0,0,1,1,0
4284,44,60,1,1,1,1,0,0,1,1,0
4285,44,61,0,0,0,0,1,0,1,1,1
4286,44,62,0,0,0,1,1,0,0,0,1
4287,44,63,1,1,0,0,0,0,0,0,0
4288,44,64,0,0,1,0,1,1,1,0,1
4289,44,65,1,1,0,0,0,1,0,1,0
4290,44,66,1,0,0,1,0,1,1,1,1
4291,44,67,1,0,1,0,0,0,1,1,0
4292,44,68,1,0,0,1,0,1,1,1,1
4293,44,69,0,1,1,0,1,0,0,0,0
4294,44,70,0,0,0,0,1,1,0,0,1
4295,44,71,0,0,0,1,1,0,0,0,1
4296,44,72,1,1,1,0,0,0,1,0,0
4297,44,73,1,1,1,1,0,0,1,1,0
4298,44,74,0,0,0,1,1,0,0,0,1
4299,44,75,0,1,1,1,1,0,0,1,0
4300,44,76,1,0,0,0,0,1,1,0,0
4301,44,77,1,0,0,0,0,0,0,1,0
4302,44,78,1,1,1,0,0,0,1,0,0
4303,44,79,1,1,1,1,0,0,1,1,0
4304,44,80,0,0,1,0,1,1,1,0,1
4305,44,81,1,0,0,0,0,1,1,0,1
4306,44,82,1,1,1,0,0,1,1,1,0
4307,44,83,0,0,0,1,1,1,0,1,1
4308,44,84,0,1,1,1,1,1,1,0,1
4309,44,85,1,1,0,1,0,0,0,1,0
4310,44,86,1,0,0,0,0,1,1,0,0
4311,44,87,0,1,1,0,1,0,0,0,0
4312,44,88,1,1,0,0,0,1,0,1,0
4313,44,89,1,0,0,1,0,1,1,1,1
4314,44,90,0,1,1,1,1,1,1,0,1
4315,44,91,1,1,1,1,0,1,0,0,0
4316,44,92,0,0,1,1,1,0,1,0,1
4317,44,93,1,1,0,1,0,0,0,1,0
4318,44,94,0,0,1,1,1,1,1,1,1
4319,44,95,1,0,0,1,0,1,1,1,1
4320,45,0,1,1,1,0,0,1,1,1,0
4321,45,1,1,0,1,0,0,0,1,1,1
4322,45,2,0,1,0,1,1,1,0,0,1
4323,45,3,0,1,1,1,1,0,0,1,0
4324,45,4,0,0,0,0,1,1,0,0,1
4325,45,5,0,1,0,0,1,1,1,1,1
4326,45,6,0,0,1,1,1,0,1,0,0
4327,45,7,1,0,0,0,0,0,0,1,0
4328,45,8,1,0,1,1,0,0,0,0,0
4329,45,9,1,1,0,1,0,0,0,1,0
4330,45,10,0,0,0,1,1,1,0,1,1
4331,45,11,0,0,1,1,1,0,1,0,1
4332,45,12,1,1,1,1,0,1,0,0,0
4333,45,13,1,0,0,1,0,1,1,1,1
4334,45,14,1,0,0,1,0,1,1,1,1
4335,45,15,0,1,0,1,1,1,0,0,1
4336,45,16,0,1,1,1,1,0,0,1,0
4337,45,17,1,0,1,1,0,0,0,0,0
4338,45,18,1,0,0,0,0,1,1,0,0
4339,45,19,1,0,0,1,0,1,1,1,1
4340,45,20,0,0,0,1,1,1,0,1,1
4341,45,21,1,1,1,0,0,0,1,0,0
4342,45,22,1,0,0,0,0,1,1,0,1
4343,45,23,0,0,1,1,1,0,1,0,1
4344,45,24,1,0,0,0,0,0,0,1,0
4345,45,25,1,1,0,0,0,1,0,1,0
4346,45,26,1,0,0,0,0,0,0,1,0
4347,45,27,1,0,0,1,0,1,1,1,1
4348,45,28,0,1,1,1,1,0,0,1,0
4349,45,29,1,1,0,1,0,0,0,1,0
4350,45,30,0,1,1,0,1,0,0,0,0
4351,45,31,1,0,1,0,0,0,1,1,0
4352,45,32,1,0,0,0,0,1,1,0,1
4353,45,33,0,1,1,1,1,0,0,1,0
4354,45,34,0,0,0,1,1,0,0,0,1
4355,45,35,0,0,0,0,1,0,1,1,1
4356,45,36,0,1,1,1,1,0,0,1,0
4357,45,37,0,0,0,1,1,0,0,0,1
4358,45,38,0,0,0,1,1,0,0,0,1
4359,45,39,1,0,0,1,0,1,1,1,1
4360,45,40,1,1,0,0,0,1,0,1,0
4361,45,41,1,0,0,0,0,1,1,0,1
4362,45,42,0,1,0,0,1,1,1,1,1
4363,45,43,0,1,1,0,1,0,0,0,0
4364,45,44,0,0,1,0,1,1,1,0,1
4365,45,45,0,1,1,1,1,0,0,1,0
4366,45,46,1,1,1,0,0,0,1,0,0
4367,45,47,0,0,0,0,1,0,1,1,1
4368,45,48,0,1,1,1,1,0,0,1,0
4369,45,49,1,1,0,0,0,0,0,0,0
4370,45,50,1,0,0,0,0,1,1,0,1
4371,45,51,1,1,1,0,0,0,1,0,0
4372,45,52,1,1,0,0,0,1,0,1,0
4373,45,53,0,0,1,0,1,1,1,0,1
4374,45,54,0,1,1,0,1,0,0,0,0
4375,45,55,1,1,0,0,0,1,0,1,0
4376,45,56,0,1,1,0,1,0,0,0,0
4377,45,57,0,1,1,1,1,1,1,0,1
4378,45,58,0,1,1,0,1,0,0,0,0
4379,45,59,0,0,0,1,1,0,0,0,1
4380,45,60,0,1,1,1,1,1,1,0,1
4381,45,61,0,0,0,0,1,1,0,0,1
4382,45,62,1,1,0,1,0,0,0,1,0
4383,45,63,0,1,1,0,1,0,0,0,0
4384,45,64,0,0,1,1,1,1,1,1,1
4385,45,65,1,0,1,0,0,0,1,1,0
4386,45,66,0,0,0,0,1,1,0,0,1
4387,45,67,1,0,0,1,0,1,1,1,0
4388,45,68,1,1,1,1,0,0,1,1,0
4389,45,69,1,1,1,0,0,1,1,1,0
4390,45,70,0,1,1,1,1,1,1,0,1
4391,45,71,1,0,0,0,0,1,1,0,1
4392,45,72,1,0,0,1,0,1,1,1,1
